Вид нематеріального активу,Назва нематеріального активу,Місцезнаходження обʼєкта,Дата придбання,Вартість придбання,Наявність обтяжень,Дата відчуження,Вартість відчуження майна,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","м. Дніпро, просп. Карла Маркса, буд. 5",2017-10-23,3300,обтяження відсутнє,,,,"2887,5",Опозиційний блок,Дніпропетровська обласна організація,39750015,Дніпропетровська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Windows 10 Home 64 bit Russian 1pk DVD (8 ліцензій),"м. Дніпро, просп. Карла Маркса, буд. 5",2017-11-24,24968,обтяження відсутнє,,,,21847,Опозиційний блок,Дніпропетровська обласна організація,39750015,Дніпропетровська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (8 ліцензій),"м. Дніпро, просп. Карла Маркса, буд. 5",2017-11-24,45832,обтяження відсутнє,,,,40103,Опозиційний блок,Дніпропетровська обласна організація,39750015,Дніпропетровська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","Донецька обл., м. Маріуполь, вул. Куїнджі, буд. 47",2017-10-23,3300,обтяження відсутнє,,,,"2887,5",Опозиційний блок,Донецька обласна організація,39751914,Донецька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Windows 10 Home 64 bit Russian 1pk DVD (5 ліцензії),"Донецька обл., м. Маріуполь, вул. Куїнджі, буд. 47",2017-11-24,15605,обтяження відсутнє,,,,"13654,375",Опозиційний блок,Донецька обласна організація,39751914,Донецька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (5 ліцензії),"Донецька обл., м. Маріуполь, вул. Куїнджі, буд. 47",2017-11-24,28645,обтяження відсутнє,,,,"25064,375",Опозиційний блок,Донецька обласна організація,39751914,Донецька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8 (шт.1)","м. Житомир, вул. Домбровського, буд. 86, к.257",2017-10-23,3300,обтяження відсутнє,,,,1650,Опозиційний блок,Житомирська обласна організація,39929086,Житомирська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція .MS,Windows 10 (шт.5)","м. Житомир, вул. Домбровського, буд. 86, к.257",2017-11-24,15605,обтяження відсутнє,,,,9363,Опозиційний блок,Житомирська обласна організація,39929086,Житомирська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція .MS,Office Home and Business 2016  32/64 (шт.5)","м. Житомир, вул. Домбровського, буд. 86, к.257",2017-11-24,28645,обтяження відсутнє,,,,17187,Опозиційний блок,Житомирська обласна організація,39929086,Житомирська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","Закарпатська обл., Ужгородський р-н, с. Барвінок,  вул. Егана, буд. 50 ",2017-10-23,3300,обтяження відсутнє,,,,"2887,5",Опозиційний блок,Закарпатська обласна організація,38222036,Закарпатська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Windows 10 Home 64 bit Russian 1pk DVD (4 ліцензії),"Закарпатська обл., Ужгородський р-н, с. Барвінок,  вул. Егана, буд. 50 ",2017-11-29,12484,обтяження відсутнє,,,,"10923,5",Опозиційний блок,Закарпатська обласна організація,38222036,Закарпатська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (4 ліцензії),"Закарпатська обл., Ужгородський р-н, с. Барвінок,  вул. Егана, буд. 50 ",2017-11-29,22916,обтяження відсутнє,,,,"20051,5",Опозиційний блок,Закарпатська обласна організація,38222036,Закарпатська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD,"м. Запоріжжя, бульв. Шевченка, буд. 23",2017-11-21,21847,обтяження відсутнє,,,,"20390,52",Опозиційний блок,Запорізька обласна організація,37526809,Запорізька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",програмна продукція MS Office Home and Business 2016 32/16  Russian DVD P2,"м. Запоріжжя, бульв. Шевченка, буд. 23",2017-11-21,40103,обтяження відсутнє,,,,"37429,48",Опозиційний блок,Запорізька обласна організація,37526809,Запорізька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","м. Запоріжжя, бульв. Шевченка, буд. 23",2017-10-24,3300,обтяження відсутнє,,,,3025,Опозиційний блок,Запорізька обласна організація,37526809,Запорізька область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Бухгалтерія""","м. Івано-Франківськ, вул. Незалежності, буд. 67, оф. 205",2017-10-25,3300,обтяження відсутнє,,,,"2612,5",Опозиційний блок,Івано-Франківська обласна організація,39711819,Івано-Франківська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція  MS Windows,"м. Івано-Франківськ, вул. Незалежності, буд. 67, оф. 205",2017-11-29,6242,обтяження відсутнє,,,,"5201,68",Опозиційний блок,Івано-Франківська обласна організація,39711819,Івано-Франківська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція  MS Office,"м. Івано-Франківськ, вул. Незалежності, буд. 67, оф. 205",2017-11-29,11458,обтяження відсутнє,,,,"9548,32",Опозиційний блок,Івано-Франківська обласна організація,39711819,Івано-Франківська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","м. Київ, вул. Волоська, буд. 6/14",2017-10-24,3300,обтяження відсутнє,,,,"2614,6",Опозиційний блок,Київська міська організація,37311846,Київ,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Office Home and Business 20 ,"м. Київ, вул. Волоська, буд. 6/14",2017-11-21,40103,обтяження відсутнє,,,,"33419,16",Опозиційний блок,Київська міська організація,37311846,Київ,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russ,"м. Київ, вул. Волоська, буд. 6/14",2017-11-21,21847,обтяження відсутнє,,,,"18205,84",Опозиційний блок,Київська міська організація,37311846,Київ,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмне забезпечення ""1С:Бухгалтерія 8 для України""","Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2017-10-25,3300,обтяження відсутнє,,,,3025,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,6651,обтяження відсутнє,,,,6651,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_1,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,6651,обтяження відсутнє,,,,6651,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_2,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,6651,обтяження відсутнє,,,,6651,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Office Home and Business 2016 32/64 Russian DVD P2_3,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,6651,обтяження відсутнє,,,,6651,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,7170,обтяження відсутнє,,,,7170,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_1,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,7170,обтяження відсутнє,,,,7170,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_2,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,7170,обтяження відсутнє,,,,7170,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмне забезпечення MS Windows 10 Pro 32-bit/64-bit Russian USB_3,"Київська обл., Бориспільський р-н, м. Бориспіль, вул. Київський шлях, буд. 76Б, к. 17 і 18",2018-03-30,7170,обтяження відсутнє,,,,7170,Опозиційний блок,Київська обласна організація,39756467,Київська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (5 штук),"м. Кропивницький, вул. Ельворті, буд. 7",2017-11-21,20225,обтяження відсутнє,,,,"17977,76",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (5 штук),"м. Кропивницький, вул. Ельворті, буд. 7",2017-11-21,28645,обтяження відсутнє,,,,"25462,24",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Кропивницький, вул. Ельворті, буд. 7",2017-10-24,3300,обтяження відсутнє,,,,"2841,65",Опозиційний блок,Кіровоградська обласна організація,39662568,Кіровоградська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство""","м. Львів, вул. Зелена, буд. 149-А",2017-10-24,3300,обтяження відсутнє,,,,"2887,5",Опозиційний блок,Львівська обласна організація,37613126,Львівська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Wsndows 10 Home 64-bit - 2 ліцензії,"м. Львів, вул. Зелена, буд. 149-А",2017-11-29,6242,обтяження відсутнє,,,,"5461,75",Опозиційний блок,Львівська обласна організація,37613126,Львівська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 -2 ліцензії,"м. Львів, вул. Зелена, буд. 149-А",2017-11-29,11458,обтяження відсутнє,,,,"10025,75",Опозиційний блок,Львівська обласна організація,37613126,Львівська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","м. Миколаїв, вул. Декабристів, буд. 41/23, корп. А",2017-10-25,3300,обтяження відсутнє,,,,3025,Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD,"м. Миколаїв, вул. Декабристів, буд. 41/23, корп. А",2017-11-21,21847,обтяження відсутнє,,,,"20936,71",Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""MS Office  Home and Bussines 2016 32/64 Russian DVD P2""","м. Миколаїв, вул. Декабристів, буд. 41/23, корп. А",2017-11-21,40103,обтяження відсутнє,,,,"38432,04",Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (7 штук),"м. Одеса, вул. Базарна, буд. 1",2017-11-21,21847,обтяження відсутнє,,,,18207,Опозиційний блок,Одеська обласна організація,39705145,Одеська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (7 штук),"м. Одеса, вул. Базарна, буд. 1",2017-11-21,40103,обтяження відсутнє,,,,"33420,24",Опозиційний блок,Одеська обласна організація,39705145,Одеська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Одеса, вул. Базарна, буд. 1",2017-10-25,3300,обтяження відсутнє,,,,3025,Опозиційний блок,Одеська обласна організація,39705145,Одеська область,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Програмна продукція MS Windows 10 Home 64-bit Russian 1pk DVD (5 штук),"м. Полтава, вул. Котляревського, буд. 38/40, оф. 19",2017-11-24,15605,обтяження відсутнє,,,,"15084,84",Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Програмна продукція.MS Offiсe Home and Business 2016 32/64 Russian DVD P2 (5 штук),"м. Полтава, вул. Котляревського, буд. 38/40, оф. 19",2017-11-24,28645,обтяження відсутнє,,,,"27690,16",Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)","Програмно продукція ""1С:Підприємство 8.Клієнтська ліцензія на 1 робоче місце""","м. Полтава, вул. Котляревського, буд. 38/40, оф. 19",2017-10-24,3300,обтяження відсутнє,,,,"3162,5",Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Бухгалтерія""","м. Рівне, вул. СОБОРНА, буд. 67, оф.10 ",2017-08-10,1560,обтяження відсутнє,,,,1170,Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8""","м. Рівне, вул. СОБОРНА, буд. 67, оф.10 ",2017-10-25,3300,обтяження відсутнє,,,,"2612,5",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD,"м. Рівне, вул. СОБОРНА, буд. 67, оф.10 ",2017-11-29,6242,обтяження відсутнє,,,,"5929,88",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""MS Office  Home and Bussines 2016 32/64 Russian DVD P2""","м. Рівне, вул. СОБОРНА, буд. 67, оф.10 ",2017-11-29,11458,обтяження відсутнє,,,,"10885,12",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програма 1:С Підприємство,"м. Суми, пров. Курський, буд. 6/1",2017-10-25,3300,обтяження відсутнє,,,,3300,Опозиційний блок,Сумська обласна організація,39673391,Сумська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція,"м. Суми, пров. Курський, буд. 6/1",2017-10-24,15605,обтяження відсутнє,,,,15605,Опозиційний блок,Сумська обласна організація,39673391,Сумська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція,"м. Суми, пров. Курський, буд. 6/1",2017-10-24,28645,обтяження відсутнє,,,,28645,Опозиційний блок,Сумська обласна організація,39673391,Сумська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство""","м. Харків, вул. Скрипника, буд. 4",2018-02-22,3300,обтяження відсутнє,,,,3300,Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Office Home and Business 2016 32/64 Russian DVD P2 (7 ліцензій),"м. Харків, вул. Скрипника, буд. 4",2018-02-09,46557,обтяження відсутнє,,,,46557,Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція. MS Windows 10 Pro 32-bit/64-bit Russian USB              (7 ліцензій),"м. Харків, вул. Скрипника, буд. 4",2018-02-09,50190,обтяження відсутнє,,,,50190,Опозиційний блок,Харківська обласна організація,41806019,Харківська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)","Програмна продукція ""1С:Підприємство 8. Клієнтська ліцензія на 1 робоче місце""","м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-10-23,3300,обтяження відсутнє,,,,"2612,5",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_1,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_2,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_3,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_4,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_5,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Windows 10 Home 64-bit Russian 1pk DVD_6,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,3121,обтяження відсутнє,,,,"2600,84",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2_1,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2_2,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2_3,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2_4,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2_5,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Інші нематеріальні права (право на провадження діяльності, використання економічних та інших привілеїв)",Програмна продукція.MS Offis Home and Business 2016 32/64 Russian DVD P2_6,"м. Херсон, вул. Перекопська, буд. 20, оф. 315",2017-11-21,5729,обтяження відсутнє,,,,"4774,16",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Програмна продукція WS Windows 10 home 64-bit russian 1pk DVD,"м. Хмельницький, вул. Північна, буд. 95/1",2017-11-30,3121,обтяження відсутнє,,,,3121,Опозиційний блок,Хмельницька обласна організація,39698166,Хмельницька область,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Програмна продукція WS Windows 10 home 64-bit russian 1pk DVD_1,"м. Хмельницький, вул. Північна, буд. 95/1",2017-11-30,3121,обтяження відсутнє,,,,3121,Опозиційний блок,Хмельницька обласна організація,39698166,Хмельницька область,1,2018
"Авторське право та суміжні з ним права (на літературні та музичні твори, програми для ЕОМ)",Програмна продукція WS OFFICE home end business 2016 32/64 russian  DVD H2,"м. Хмельницький, вул. Північна, буд. 95/1",2017-11-30,5729,обтяження відсутнє,,,,5729,Опозиційний блок,Хмельницька обласна організація,39698166,Хмельницька область,1,2018
