Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052517967,"246,33",Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2018-09-30,3,2018,
"АТ АКБ ""Львів""",поточний рахунок,2600477437,"3683,86",Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2018-09-30,3,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055117228,"2520,19",Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2018-09-30,3,2018,
"АТ АКБ ""Львів""",поточний рахунок,2600671275,"3093,31",Українська Галицька Партія,Центральний офіс,39481037,Україна,2018-12-31,4,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052517967,"2547,84",Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2018-12-31,4,2018,
"АТ АКБ ""Львів""",поточний рахунок,2600477437,"15,39",Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2018-12-31,4,2018,
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26420301798011,30,Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2018-12-31,4,2018,накопичувальний
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26421300798011,60,Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2018-12-31,4,2018,поточний
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26424301798318,10,Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2018-12-31,4,2018,накопичувальний
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26425300798318,20,Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2018-12-31,4,2018,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055117228,391,Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2018-12-31,4,2018,
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26423301802635,0,Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2018-12-31,4,2018,накопичувальний
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26424300802635,109,Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2018-12-31,4,2018,поточний
"АТ АКБ ""Львів""",поточний рахунок,UA203252680000000002600671275,"5550,18",Українська Галицька Партія,Центральний офіс,39481037,Україна,2020-03-31,1,2020,
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA853366770000026005052517967,"7703,75",Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2020-03-31,1,2020,
"АТ АКБ ""Львів""",поточний рахунок,UA063252680000026001103877001,0,Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2020-03-31,1,2020,
"АТ АКБ ""Львів""",поточний рахунок,UA023252680000026005107244001,2640,Українська Галицька Партія,Львівська міська організація,43350118,Львівська область,2020-03-31,1,2020,
"АТ АКБ ""Львів""",поточний рахунок,UA113252680000000002600477437,"1413,07",Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2020-03-31,1,2020,
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA263387830000026006055117228,"6090,67",Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2020-03-31,1,2020,
"АТ АКБ ""Львів""",поточний рахунок,UA203252680000000002600671275,"1783,31",Українська Галицька Партія,Центральний офіс,39481037,Україна,2019-12-31,5,2019,
невідомо,поточний рахунок,UA023252680000026005107244001,0,Українська Галицька Партія,Львівська міська організація,43350118,Львівська область,2019-12-31,5,2019,
"АТ АКБ ""Львів""",поточний рахунок,UA113252680000000002600477437,"3314,53",Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2019-12-31,5,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA263387830000026006055117228,"2071,32",Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2019-12-31,5,2019,
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26423301802635,0,Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2019-12-31,5,2019,
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26424300802635,0,Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2019-12-31,5,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052517967,"2231,25",Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2019-12-31,5,2019,
"АТ АКБ ""Львів""",поточний рахунок,26001103877001,0,Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2019-12-31,5,2019,
"АТ АКБ ""Львів""",поточний рахунок,2600671275,"12141,47",Українська Галицька Партія,Центральний офіс,39481037,Україна,2020-06-30,2,2020,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052517967,"1040,14",Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2020-06-30,2,2020,
"АТ АКБ ""Львів""",поточний рахунок,26001103877001,0,Українська Галицька Партія,Івано-Франківська обласна організація,40026836,Івано-Франківська область,2020-06-30,2,2020,
"АТ АКБ ""Львів""",поточний рахунок,UA023252680000026005107244001,9900,Українська Галицька Партія,Львівська міська організація,43350118,Львівська область,2020-06-30,2,2020,
"АТ АКБ ""Львів""",поточний рахунок,UA113252680000000002600477437,"1390,04",Українська Галицька Партія,Львівська обласна організація,40014820,Львівська область,2020-06-30,2,2020,
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA263387830000026006055117228,1889,Українська Галицька Партія,Тернопільська обласна організація,40011526,Тернопільська область,2020-06-30,2,2020,
