Дата здійснення платежу з рахунку політичної партії,Найменування банку,Номер розрахункового документа,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Цільове призначення платежу,Код рядка,Сума (грн),Тип бенефіціара,Вид рахунку,Партія,Місцева організація,Код ЄДРПОУ осередку,Номер рахунку,Географічний об’єкт,Квартал,Рік
2016-09-13,"ПАТ КБ ""Приватбанк""",платіжне доручення #77,ФОП Кулик Т.Г.,,"33013, м. Рівне",Рекламні послуги в газеті Рівне експрес рахунок # 339 від 07.09.2016 Без ПДВ,3.2.3,500,ФОП,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-09-13,"ПАТ КБ ""Приватбанк""",платіжне доручення #78,ФОП Кулик Т.Г.,,"33013, м. Рівне","Рекламні послуги в газеті Рівне вечірне, Рівне експрес рахунок # 317 від 01.09.02016 Без ПДВ",3.2.3,1500,ФОП,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-09-13,"ПАТ КБ ""Приватбанк""",платіжне доручення #67,ФОП Кулик Т.Г.,,"33013, м. Рівне",Рекламні послуги в газеті Рівне вечірнє рахунок # 303 від 18.08.2016 Без ПДВ,3.2.3,500,ФОП,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-09-15,"ПАТ КБ ""Приватбанк""",платіжне доручення #80,ФОП Кулик Т.Г.,,"33013, м. Рівне",Рекламі послуги в газеті Рівне вечірнє (колонтитули) жовтень 2016 Без ПДВ рахунок #343 від 08.09.2016,3.2.3,2000,ФОП,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-09-30,"ПАТ КБ ""Приватбанк""",платіжне доручення #83,ФОП Кулик Т.Г.,,"33013, м. Рівне",Оплата часткова по рахунку # 362 від 15 вересня 2016 року за рекламні послуги в газеті Рівне вечірне Без ПДВ,3.2.3,"215,45",ФОП,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-01-19,"ПАТ КБ ""Приватбанк""",платіжне доручення #1,"ТОВ ""Офіс Канцелярія""",38503396,м.Рівне,"Оплата згідно рахунку # 114 від 18.01.2016 року в т.ч. ПДВ 124,25 грн",3.1.5,"745,5",юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-01,"ПАТ КБ ""Приватбанк""",AS61t4d5dp,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,100,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-08,"ПАТ КБ ""Приватбанк""",AS61t4d5dp_1,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,3,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-08,"ПАТ КБ ""Приватбанк""",платіжне доручення #2,Управління комунальною власністю виконавчого комітету Рівненської міської ради,26259563,"33028, м. Рівне, вул. Соборна, 12 А",Орендна плата по договору оренди # 69 с/о за січень 2016 без ПДВ,3.3.2,"3144,02",юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-08,"ПАТ КБ ""Приватбанк""",AS61t4d5dp_2,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,3,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-08,"ПАТ КБ ""Приватбанк""",платіжне доручення #3,Управління комунальною власністю виконавчого комітету Рівненської міської ради,26259563,"33028, м. Рівне, вул. Соборна, 12 А",Орендна плата по договору оренди # 69 с/о за січень 2016 без ПДВ,3.3.2,"3913,4",юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-29,"ПАТ КБ ""Приватбанк""",платіжне доручення #4,Радивилівська міська виборча комісія,34070662,м.Рівне,Грошова застава для виборчого списку кандидатів в депутати від ПП “Прогрес”,3.9,680,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-02-29,"ПАТ КБ ""Приватбанк""",AS61t4d5dp_3,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,3,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-03-01,"ПАТ КБ ""Приватбанк""",AS61t4d5dp_4,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,100,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-03-11,"ПАТ КБ ""Приватбанк""",платіжне доручення #5,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2",Оплата за розміщення інформматеріалів в газеті Сім днів згідно рахунку #114 від 09 березня 2016 р. в т.ч. ПДВ - 334.00 грн,3.2.3,2004,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-03-29,"ПАТ КБ ""Приватбанк""",платіжне доручення #8,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата за розміщення інформматеріалів в газеті Сім днів згідно рахунку #136 від 23 березня 2016 р. У сумі 250.00 грн., ПДВ - 20 % 50.00 грн.",3.2.3,300,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-03-29,"ПАТ КБ ""Приватбанк""",платіжне доручення #7,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата за розміщення інформматеріалів в газеті Сім днів згідно рахунку #137 від 23 березня 2016 р. У сумі 170.00 грн., ПДВ - 20 % 34.00 грн.",3.2.3,204,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-03-29,"ПАТ КБ ""Приватбанк""",платіжне доручення #6,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата за розміщення інформматеріалів в газеті Сім днів згідно рахунку # 119 від 14 березня 2016 р. У сумі 1250.00 грн., ПДВ - 20 % 250.",3.2.3,1500,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-04-01,"ПАТ КБ ""Приватбанк""",AS61t4d5dp_5,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,100,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-04-01,"ПАТ КБ ""Приватбанк""",платіжне доручення #12,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата згідно рахунку # 152 від 30 березня 2016 року за розміщення інформматеріалу в газеті Сім днів У сумі 250.00 грн., ПДВ - 20 % 50.00 грн",3.2.3,300,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-04-19,"ПАТ КБ ""Приватбанк""",платіжне доручення #13,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата за розміщення інформматеріалів в газеті Сім днів згідно рахунку #171 від 6 квітня 2016 р. У сумі 250.00 грн., ПДВ - 20 % 50.00 грн.",3.2.3,300,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-04-19,"ПАТ КБ ""Приватбанк""",платіжне доручення #16,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","інформматеріалів в газеті Сім днів згідно рахунку #190 від 13 квітня 2016 р. У сумі 250.00 грн., ПДВ - 20 % 50.00 грн.",3.2.3,300,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-04-19,"ПАТ КБ ""Приватбанк""",платіжне доручення #15,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата за розміщення інформматеріалів в газеті Сім днів згідно рахунку #172 від 6 квітня 2016 р. У сумі 335.00 грн., ПДВ - 20 % 67.00 грн.",3.2.3,402,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-05-04,"ПАТ КБ ""Приватбанк""",AS64t0z0gp_1,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,100,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-05-19,"ПАТ КБ ""Приватбанк""",платіжне доручення #19,Управління комунальною власністю виконавчого комітету Рівненської міської ради,26259563,"33028, м. Рівне, вул. Соборна, 12 А",Орендна плата по договору оренди # 69 с/о за лютий - травень 2016 без ПДВ,3.3.2,"7036,12",юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-05-19,"ПАТ КБ ""Приватбанк""",0519L1SBXY_1,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,3,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-06-01,"ПАТ КБ ""Приватбанк""",AS65v5403p_1,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку січень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,100,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-06-09,"ПАТ КБ ""Приватбанк""",платіжне доручення #23,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата згідно рахунку #248 від 18 травня 2016 р У сумі 335.00 грн., ПДВ - 20 % 67.00 грн",3.2.3,402,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-06-09,"ПАТ КБ ""Приватбанк""",платіжне доручення #24,"КП ""Редакція газети ""Сім днів""",21081712,"33028, м. Рівне, вул. Поштова, 2","Оплата згідно рахунку # 251 від 18 травня 2016 р. У сумі 1670.00 грн., ПДВ - 20 % 334.00 грн.",3.2.3,2004,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
2016-07-01,"ПАТ КБ ""Приватбанк""",AS66u4ab5p_1,"ПАТ КБ ""Приватбанк""",14360570,"49094, м. Дніпро, вул. Набережна Перемоги, 50","Комісія за обслуговування рахунку липень 2016р. згідно договору банківського рахунку від 24.09.2015, без ПДВ",3.3.8,100,юридична особа,поточний рахунок,"Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Рівненська обласна організація,40017968,26009054717583,Рівненська область,0,2016
