Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,Дата припинення,Сума (вартість) зобовʼязання на момент припинення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),"Сума (вартість) на кінець звітного періоду, грн",Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Послуги звʼязку,2017-09-30,"972,59",,,"""УКРАЇНСЬКО-ГЕРМАНСЬКО-ГОЛАНДСЬКО-ДАТСЬКЕ СПІЛЬНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ МОБІЛЬНИЙ ЗВʼЯЗОК"" В УКРАЇНІ",14333937,"Київ, вулиця Лейпцизька, 15","972,59",юридична особа,Воля,Центральний офіс,37413211,Україна,3,2017
Комунальні послуги оренда приміщення,2017-09-30,"4002,24",,,"ПРАТ ""СТРАХОВА КОМПАНІЯ ""УНІВЕРСАЛЬНА""",20113829,"Київ, бульвар Лесі Українки, 9","2053,2",юридична особа,Воля,Центральний офіс,37413211,Україна,3,2017
Оренда кулерів,2017-09-30,540,,,"ТОВ ""АКВАМАРКЕТ СЕРВІС""",38791982,"Київ, вулиця Авіаконструктора Антонова, 5Б",540,юридична особа,Воля,Центральний офіс,37413211,Україна,3,2017
Послуги звʼязку,2017-12-31,"972,59",,,"""УКРАЇНСЬКО-ГЕРМАНСЬКО-ГОЛАНДСЬКО-ДАТСЬКЕ СПІЛЬНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ МОБІЛЬНИЙ ЗВʼЯЗОК"" В УКРАЇНІ",14333937,"Київ, вулиця Лейпцизька, 15","952,55",юридична особа,Воля,Центральний офіс,37413211,Україна,4,2017
Комунальні послуги оренда приміщення,2017-12-31,"4002,24",,,"ПРАТ ""СТРАХОВА КОМПАНІЯ ""УНІВЕРСАЛЬНА""",20113829,"Київ, бульвар Лесі Українки, 9","5339,1",юридична особа,Воля,Центральний офіс,37413211,Україна,4,2017
Оренда кулерів,2017-12-31,540,,,"ТОВ ""АКВАМАРКЕТ СЕРВІС""",38791982,"Київ, вулиця Авіаконструктора Антонова, 5Б",360,юридична особа,Воля,Центральний офіс,37413211,Україна,4,2017
Послуги звʼязку,2018-12-31,2807,,,"""УКРАЇНСЬКО-ГЕРМАНСЬКО-ГОЛАНДСЬКО-ДАТСЬКЕ СПІЛЬНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ МОБІЛЬНИЙ ЗВʼЯЗОК"" В УКРАЇНІ",14333937,"Київ, вулиця Лейпцизька, 15",2807,юридична особа,Воля,Центральний офіс,37413211,Україна,5,2018
Оренда кулерів,2018-12-31,540,,,"ТОВ ""АКВАМАРКЕТ СЕРВІС""",38791982,"Київ, вулиця Авіаконструктора Антонова, 5Б",540,юридична особа,Воля,Центральний офіс,37413211,Україна,5,2018
Послуги звʼязку,2019-03-31,"2889,99",,,"""УКРАЇНСЬКО-ГЕРМАНСЬКО-ГОЛАНДСЬКО-ДАТСЬКЕ СПІЛЬНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ МОБІЛЬНИЙ ЗВʼЯЗОК"" В УКРАЇНІ",14333937,"Київ, вулиця Лейпцизька, 15","2889,99",юридична особа,Воля,Центральний офіс,37413211,Україна,1,2019
Послуги звʼязку,2019-03-31,,,,"ПРАТ ""КИЇВСТАР""",21673832,"Київ, вулиця Дегтярівська, 53",3491,юридична особа,Воля,Центральний офіс,37413211,Україна,1,2019
Оренда кулерів,2019-03-31,540,,,"ТОВ ""АКВАМАРКЕТ СЕРВІС""",38791982,"Київ, вулиця Авіаконструктора Антонова, 5Б",540,юридична особа,Воля,Центральний офіс,37413211,Україна,1,2019
Послуги звʼязку,2019-06-30,"25,83",,,"""УКРАЇНСЬКО-ГЕРМАНСЬКО-ГОЛАНДСЬКО-ДАТСЬКЕ СПІЛЬНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ МОБІЛЬНИЙ ЗВʼЯЗОК"" В УКРАЇНІ",14333937,"Київ, вулиця Лейпцизька, 15","25,83",юридична особа,Воля,Центральний офіс,37413211,Україна,2,2019
Послуги звʼязку,2019-06-30,"2362,99",,,"ПРАТ ""КИЇВСТАР""",21673832,"Київ, вулиця Дегтярівська, 53","2362,99",юридична особа,Воля,Центральний офіс,37413211,Україна,2,2019
Оренда кулерів,2019-06-30,360,,,"ТОВ ""АКВАМАРКЕТ СЕРВІС""",38791982,"Київ, вулиця Авіаконструктора Антонова, 5Б",360,юридична особа,Воля,Центральний офіс,37413211,Україна,2,2019
