Вид транспортного засобу,Марка/модель,Рік випуску,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Дата набуття речового права,Сума витрат на отримання речового права (грн),Дата втрати речового права,Дата відчуження,Вартість відчуження,Наявність обтяжень,Сума доходу (грн),Балансова вартість на кінець звітного періоду (грн),Вид речового права,Тип власника,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
Автомобілі легкові,"А/м Шкода Октавія Тур ( Об""єм двигуна 1598 куб.см.)",2006,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2006-08-22,93291,,,,обтяження відсутнє,,2000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Шкода Октавія Тур ( Об""єм двигуна 1598 куб.см.)",2006,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2006-08-22,93291,,,,обтяження відсутнє,,2000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Шкода Октавія Тур ( Об""єм двигуна 1598 куб.см.)",2006,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2006-08-22,93291,,,,обтяження відсутнє,,2000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Фольксваген Транспортер ( Об""єм двигуна 1984 куб.см.)",2007,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2007-10-05,176750,,,,обтяження відсутнє,,"42817,4",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м ГАЗ ""Газель"" ( Об""єм двигуна 2464 куб.см.)",2007,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2008-02-21,74870,,,,обтяження відсутнє,,"35019,35",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Фольксваген Транспортер( Об""єм двигуна 1896 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2008-10-24,"209169,05",,,,обтяження відсутнє,,"70291,24",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Шкода Октавія Тур( Об""єм двигуна 1598 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2008-12-12,"109121,6",,,,обтяження відсутнє,,"23424,32",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Шкода Октавія Тур ( Об""єм двигуна 1598 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2008-12-12,"109121,6",,,,обтяження відсутнє,,"23424,32",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м ГАЗ ""Газель"" ( Об""єм двигуна 2464 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2009-11-13,92720,,,,обтяження відсутнє,,53030,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Рено Кангу( Об""єм двигуна 1390 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2009-10-15,85900,,,,обтяження відсутнє,,"26470,55",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Рено Кангу( Об""єм двигуна 1390 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2009-10-15,85900,,,,обтяження відсутнє,,"26470,55",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Фольксваген Мультівен( Об""єм двигуна 3189 куб.см.)",2008,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2011-03-04,525000,,,,обтяження відсутнє,,"232500,09",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Шкода Румстер ( Об""єм двигуна 1198 куб.см.)",2010,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2014-08-21,112434,,,,обтяження відсутнє,,"44333,28",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Шкода Румстер ( Об""єм двигуна 1198 куб.см.)",2010,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2010-09-29,112434,,,,обтяження відсутнє,,"44333,28",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,"А/м Skoda Octavia A5 ( Об""єм двигуна 1598 куб.см.)",2010,Центральний офіс,20069956,"04080, м. Київ, вул. Турівська, буд. 15",2010-06-30,159817,,,,обтяження відсутнє,,"58551,22",право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі легкові,MercedesBenz S600 (5 513 куб.см),2012,"ТОВ ""Інтернаціональні Індивідуальні Проекти""",37768452,"м. Київ, вул. Ю.Шумського, буд. 1, оф. 114",2016-04-01,5728670,2021-04-01,,,обтяження відсутнє,"758263,23",,право користування,юридична особа,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2016-12-31,5,2016
Автомобілі вантажні (спеціальні),"ЗАЗ 110557, 1,25 куб. см, 1197 кВт",2006,Волинська обласна організація,25787544,"м. Луцьк, вул. НАБЕРЕЖНА, буд. 2",2006-01-01,6100,,,,обтяження відсутнє,,,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Волинська обласна організація,25787544,Волинська область,2016-12-31,5,2016
Автомобілі легкові,"TOYOTA TERCEL, білий EL500028738 Сєдан легковий , 1300 куб.см",1996,"ВО ""Батьківщина""",20069956,"м. Київ, вул. Турівська, буд. 13",,,,,,обтяження відсутнє,,,право користування,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,2016-12-31,5,2016
Автомобілі легкові,ЗАЗ 110557,2005,Івано-Франківська обласна організація,25789520,"м. Івано-Франківськ, вул. ТИЧИНИ, буд. 8А, кімната 176",2007-03-22,10000,,,,обтяження відсутнє,,10000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Івано-Франківська обласна організація,25789520,Івано-Франківська область,2016-12-31,5,2016
Автомобілі легкові,"ЗАЗ 110557, 1197 куб. см",2005,Кіровоградська обласна організація,24146984,"м. Кропивницький, просп. Комуністичний, буд. 1Б",2007-03-06,,,,,обтяження відсутнє,,12000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська обласна організація,24146984,Кіровоградська область,2016-12-31,5,2016
Автомобілі легкові,"DAEWOO-FSO TF696, 1598 куб.см",2007,Кіровоградська обласна організація,24146984,"м. Кропивницький, просп. Комуністичний, буд. 1Б",2007-11-27,64551,,,,обтяження відсутнє,,64551,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська обласна організація,24146984,Кіровоградська область,2016-12-31,5,2016
Автомобілі легкові,А/м Газ/3110 (об'єм двигуна 2500 куб. см.),2003,Львівська обласна організація,25249083,"м. Львів, вул. ІВАНА ФРАНКА, буд. 16, кв. 4",2007-08-11,,,,,обтяження відсутнє,,27307,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,2016-12-31,5,2016
Автомобілі вантажні (спеціальні),А/м ЗАЗ/ 110557 (об'єм двигуна 1197 куб. см.),2005,Львівська обласна організація,25249083,"м. Львів, вул. ІВАНА ФРАНКА, буд. 16, кв. 4",2007-10-16,22040,,,,обтяження відсутнє,,22040,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,2016-12-31,5,2016
Автомобілі легкові,"ЗАЗ 110557,1197 куб.см.",2006,Сумська обласна організація,24011118,"м. Суми, вул. ГАЗЕТИ ""ПРАВДА"", буд. 9",2007-10-24,29300,,,,обтяження відсутнє,,9800,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Сумська обласна організація,24011118,Сумська область,2016-12-31,5,2016
Автомобілі вантажні (спеціальні),"автомобіль вантажний пікап марки ЗАЗ 110557, обєм двигуна 1197 куб.см.",2006,Херсонська міська організація,25801563,"м. Херсон, просп. 200 РОКІВ ХЕРСОНУ, буд. 31",2011-01-11,,,,,обтяження відсутнє,,20000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Херсонська міська організація,25801563,Херсонська область,2016-12-31,5,2016
Автомобілі легкові,"ZAZ/110557, 1197 куб.см..",2005,Хмельницька обласна організація,22777686,"м. Хмельницький, вул. ПРОСКУРІВСЬКА, буд. 60/1",2007-07-07,,,,,обтяження відсутнє,,,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Хмельницька обласна організація,22777686,Хмельницька область,2016-12-31,5,2016
Автомобілі легкові,ЗАЗ 110557; 1197 куб см,2005,Черкаська обласна організація,25770087,"м. Черкаси, вул. СМІЛЯНСЬКА, буд. 23, оф. 35",2007-07-31,28700,,,,обтяження наявне,,9000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Черкаська обласна організація,25770087,Черкаська область,2016-12-31,5,2016
Автомобілі легкові,"Автомобіль ЗАЗ 110557 Pick-Up, 1,1 куб.см",2005,Чернігівська обласна організація,25785516,"м. Чернігів, вул. МАГІСТРАТСЬКА, буд. 19А",,,,,,обтяження відсутнє,,10000,право власності,партійний осередок,"Всеукраїнське об'єднання ""Батьківщина""",Чернігівська обласна організація,25785516,Чернігівська область,2016-12-31,5,2016
