Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053515374,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська районна організація,33759750,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053514171,0,"Всеукраїнське об'єднання ""Батьківщина""",Інгулецька районна організація,26051259,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002053513104,0,"Всеукраїнське об'єднання ""Батьківщина""",Криворізька міська організація,25840741,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053512250,0,"Всеукраїнське об'єднання ""Батьківщина""",Металургійна районна організація,25841226,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053515182,0,"Всеукраїнське об'єднання ""Батьківщина""",Тернівська районна організація,25840764,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053520115,0,"Всеукраїнське об'єднання ""Батьківщина""",Довгинцівська районна організація,25841232,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053514525,0,"Всеукраїнське об'єднання ""Батьківщина""",Саксаганська районна організація,25956780,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053514892,0,"Всеукраїнське об'єднання ""Батьківщина""",Центрально-Міська районна організація,25840758,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050271961,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська міська організація,25841700,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050256480,"5,28","Всеукраїнське об'єднання ""Батьківщина""",Павлоградська міська організація,25914043,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009050272600,0,"Всеукраїнське об'єднання ""Батьківщина""",Тернівська міська організація,25947095,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050274326,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська міська організація,25841692,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001050273533,0,"Всеукраїнське об'єднання ""Батьківщина""",Жовтоводська міська організація,25841344,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050268468,0,"Всеукраїнське об'єднання ""Батьківщина""",Вільногірська міська організація,25841321,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050277361,0,"Всеукраїнське об'єднання ""Батьківщина""",Марганецька міська організація,25841350,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050277920,0,"Всеукраїнське об'єднання ""Батьківщина""",Нікопольська міська організація,25841367,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004050322210,0,"Всеукраїнське об'єднання ""Батьківщина""",Першотравенська міська організація,34357170,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050318275,0,"Всеукраїнське об'єднання ""Батьківщина""",Синельниківська міська організація,25927092,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050293540,0,"Всеукраїнське об'єднання ""Батьківщина""",Верхньодніпровська районна організація,25947108,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053511517,0,"Всеукраїнське об'єднання ""Батьківщина""",Криворізька районна організація,33453643,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050262935,0,"Всеукраїнське об'єднання ""Батьківщина""",Нікопольська районна організація,25841717,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050267479,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська районна організація,26051168,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050281483,0,"Всеукраїнське об'єднання ""Батьківщина""",Петриківська районна організація,25914072,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050275029,0,"Всеукраїнське об'єднання ""Батьківщина""",Синельниківська районна організація,25914057,Дніпропетровська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26004300633436,0,"Всеукраїнське об'єднання ""Батьківщина""",Солонянська районна організація,33811574,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002053518596,0,"Всеукраїнське об'єднання ""Батьківщина""",Софіївська районна організація,25947083,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000050269195,0,"Всеукраїнське об'єднання ""Батьківщина""",Царичанська районна організація,25841670,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053512505,0,"Всеукраїнське об'єднання ""Батьківщина""",Широківська районна організація,25841410,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ ""ВТБ Банк""",поточний рахунок,26007010037108,"7,58","Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005054005253,92,"Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053054005238,"0,46","Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,картковий
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду,26422053600800,0,"Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,накопичувальний
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду,26420053600181,"64,74","Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055806573,0,"Всеукраїнське об'єднання ""Батьківщина""",Баранівська районна організація,33265812,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055815853,0,"Всеукраїнське об'єднання ""Батьківщина""",Бердичівська районна організація,25923272,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,260020558151901,0,"Всеукраїнське об'єднання ""Батьківщина""",Ємільчинська районна організація,33877373,Житомирська область,2016-12-31,5,2016,
"ПАТ ""Айбокс банк""",поточний рахунок,26001001929301,"459,35","Всеукраїнське об'єднання ""Батьківщина""",Житомирська обласна організація,25776533,Житомирська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111259,0,"Всеукраїнське об'єднання ""Батьківщина""",Житомирська районна організація,33975226,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду,26439055800006,37,"Всеукраїнське об'єднання ""Батьківщина""",Житомирська районна організація,33975226,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду,26437055800796,96,"Всеукраїнське об'єднання ""Батьківщина""",Житомирська районна організація,33975226,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055819171,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростенська районна організація,33985229,Житомирська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111262,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростишівська районна організація,33772462,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду,26421055800360,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростишівська районна організація,33772462,Житомирська область,2016-12-31,5,2016,накопичувальний
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду,26427055800308,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростишівська районна організація,33772462,Житомирська область,2016-12-31,5,2016,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055817413,0,"Всеукраїнське об'єднання ""Батьківщина""",Лугинська районна організація,33913730,Житомирська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26004924421291,0,"Всеукраїнське об'єднання ""Батьківщина""",Новоград-Волинська районна організація,33852689,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055811657,0,"Всеукраїнське об'єднання ""Батьківщина""",Олевська районна організація,33889525,Житомирська область,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26009543306,0,"Всеукраїнське об'єднання ""Батьківщина""",Попільнянська районна організація,33864810,Житомирська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26004300949596,"66,09","Всеукраїнське об'єднання ""Батьківщина""",Чуднівська районна організація,33811794,Житомирська область,2016-12-31,5,2016,
"АТ ""Укрсиббанк""",поточний рахунок,26004207071600,"189,94","Всеукраїнське об'єднання ""Батьківщина""",Закарпатська обласна організація,25446205,Закарпатська область,2016-12-31,5,2016,
"АТ ""Укрсиббанк""",поточний рахунок,26003207071601,"219,16","Всеукраїнське об'єднання ""Батьківщина""",Закарпатська обласна організація,25446205,Закарпатська область,2016-12-31,5,2016,депозитний
"ПАТ КБ ""Глобус""",поточний рахунок,2600400123832,"29,3","Всеукраїнське об'єднання ""Батьківщина""",Запорізька обласна організація,25766789,Запорізька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду,26427301327163,0,"Всеукраїнське об'єднання ""Батьківщина""",Запорізька обласна організація,25766789,Запорізька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду,26428300327163,0,"Всеукраїнське об'єднання ""Батьківщина""",Запорізька обласна організація,25766789,Запорізька область,2016-12-31,5,2016,накопичувальний
невідомо,поточний рахунок,2111308,0,"Всеукраїнське об'єднання ""Батьківщина""",Богородчанська районна організація,33909090,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211134,0,"Всеукраїнське об'єднання ""Батьківщина""",Болехівська міська організація,33893856,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111309,0,"Всеукраїнське об'єднання ""Батьківщина""",Бурштинська міська організація,39845944,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111427,0,"Всеукраїнське об'єднання ""Батьківщина""",Верховинська районна організація,33604872,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111371,0,"Всеукраїнське об'єднання ""Батьківщина""",Галицька районна організація,33921537,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111428,0,"Всеукраїнське об'єднання ""Батьківщина""",Городенківська районна організація,33733004,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211153,0,"Всеукраїнське об'єднання ""Батьківщина""",Долинська районна організація,33921469,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211129,0,"Всеукраїнське об'єднання ""Батьківщина""",Івано-Франківська міська організація,33860202,Івано-Франківська область,2016-12-31,5,2016,
"ПАТ ""Ідея Банк""",поточний рахунок,26003300010865,0,"Всеукраїнське об'єднання ""Батьківщина""",Івано-Франківська обласна організація,25789520,Івано-Франківська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26007300867,0,"Всеукраїнське об'єднання ""Батьківщина""",Івано-Франківська обласна організація,25789520,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211114,0,"Всеукраїнське об'єднання ""Батьківщина""",Калуська міська організація,33926472,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111429,0,"Всеукраїнське об'єднання ""Батьківщина""",Калуська районна організація,33926362,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211128,0,"Всеукраїнське об'єднання ""Батьківщина""",Коломийська міська організація,33767667,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211135,0,"Всеукраїнське об'єднання ""Батьківщина""",Коломийська районна організація,33767735,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211137,0,"Всеукраїнське об'єднання ""Батьківщина""",Косівська районна організація,33909127,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211138,0,"Всеукраїнське об'єднання ""Батьківщина""",Надвірнянська районна організація,33617462,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211139,0,"Всеукраїнське об'єднання ""Батьківщина""",Рогатинська районна організація,33958902,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211131,0,"Всеукраїнське об'єднання ""Батьківщина""",Рожнятівська районна організація,33484074,Івано-Франківська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052532962,0,"Всеукраїнське об'єднання ""Батьківщина""",Снятинська районна організація,33820039,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,2111310,0,"Всеукраїнське об'єднання ""Батьківщина""",Тисменицька районна організація,33914032,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211132,0,"Всеукраїнське об'єднання ""Батьківщина""",Тлумацька районна організація,33586911,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211130,0,"Всеукраїнське об'єднання ""Батьківщина""",Яремчанська міська організація,33921359,Івано-Франківська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26004300264318,109,"Всеукраїнське об'єднання ""Батьківщина""",Білоцерківська міська організація,25822507,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053168170,0,"Всеукраїнське об'єднання ""Батьківщина""",Бородянська районна організація,25931580,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053149303,"1054,36","Всеукраїнське об'єднання ""Батьківщина""",Броварська міська організація,25951446,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053155833,0,"Всеукраїнське об'єднання ""Батьківщина""",Васильківська районна організація,25927063,Київська область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26002011951983,0,"Всеукраїнське об'єднання ""Батьківщина""",Ірпінська міська організація,25951179,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053160853,0,"Всеукраїнське об'єднання ""Батьківщина""",Рокитнянська районна організація,26078651,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053170161,192,"Всеукраїнське об'єднання ""Батьківщина""",Ставищенська районна організація,26078716,Київська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26008300277970,"134,46","Всеукраїнське об'єднання ""Батьківщина""",Таращанська районна організація,25822878,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053161352,0,"Всеукраїнське об'єднання ""Батьківщина""",Тетіївська районна організація,36178843,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004312273001,"7288,56","Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська обласна організація,24146984,Кіровоградська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211117,0,"Всеукраїнське об'єднання ""Батьківщина""",Лисичанська міська організація,25926767,Луганська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053714488,"31,92","Всеукраїнське об'єднання ""Батьківщина""",Луганська обласна організація,25060552,Луганська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211122,0,"Всеукраїнське об'єднання ""Батьківщина""",Марківська районна організація,33211463,Луганська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053726475,0,"Всеукраїнське об'єднання ""Батьківщина""",Новоайдарська районна організація,36836900,Луганська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053722722,"2,37","Всеукраїнське об'єднання ""Батьківщина""",Старобільська районна організація,34962307,Луганська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26009300454012,129,"Всеукраїнське об'єднання ""Батьківщина""",Дрогобицька районна організація,25257088,Львівська область,2016-12-31,5,2016,
"ПАТ ""Кредобанк""",поточний рахунок,2600401064845,300,"Всеукраїнське об'єднання ""Батьківщина""",Золочівська районна організація,25253624,Львівська область,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26009223347,"1373,45","Всеукраїнське об'єднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26006300552940,"551,82","Всеукраїнське об'єднання ""Батьківщина""",Миколаївська районна організація,25255505,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26009300552505,0,"Всеукраїнське об'єднання ""Батьківщина""",Мостиська районна організація,25257639,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду,26428301552505,83,"Всеукраїнське об'єднання ""Батьківщина""",Мостиська районна організація,25257639,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26001300558013,0,"Всеукраїнське об'єднання ""Батьківщина""",Перемишлянська районна організація,25258981,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26003300165846,"6621,3","Всеукраїнське об'єднання ""Батьківщина""",Сокальська районна організація,25257579,Львівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,2600705372085,0,"Всеукраїнське об'єднання ""Батьківщина""",Трускавецька міська організація,25255149,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,260033012203,96.50,"Всеукраїнське об'єднання ""Батьківщина""",Турківська районна організація,25259806,Львівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002052614362,0,"Всеукраїнське об'єднання ""Батьківщина""",Голосіївська районна організація,21716820,Київ,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008052683834,0,"Всеукраїнське об'єднання ""Батьківщина""",Дарницька районна організація,21716949,Київ,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006052720575,"4433,79","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052755262,"1088,99","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26002135487,"60,46","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
