Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,Примітки
"АБ ""Укргазбанк""",поточний рахунок,26042903290223,0,"Блок Петра Порошенка ""Солідарність""",Івано-Франківська обласна організація,39655372,Івано-Франківська область,2019-03-31,1,2019,ФСС з ТВП
"ПАТ ""МІБ""",поточний рахунок,26004010318212,52289,"Блок Петра Порошенка ""Солідарність""",Львівська обласна організація,39702118,Львівська область,2019-03-31,1,2019,розрахунковий
"ПАТ ""МІБ""",поточний рахунок,26048010318212,0,"Блок Петра Порошенка ""Солідарність""",Львівська обласна організація,39702118,Львівська область,2019-03-31,1,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050282114,"983,39","Блок Петра Порошенка ""Солідарність""",Дніпропетровська обласна організація,39795490,Дніпропетровська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044050222897,0,"Блок Петра Порошенка ""Солідарність""",Дніпропетровська обласна організація,39795490,Дніпропетровська область,2019-03-31,1,2019,рахунок для соцiальних виплат       
"АТ ""Ощадбанк"" ",поточний рахунок,26004300644298,0,"Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-03-31,1,2019,поточний
"АТ ""Ощадбанк"" ",поточний рахунок,26048300644298,0,"Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-03-31,1,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005050304679,"1166,18","Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-03-31,1,2019,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044050219770,0,"Блок Петра Порошенка ""Солідарність""",Дніпровська міська організація,41146881,Дніпропетровська область,2019-03-31,1,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005056242489,"4585,44","Блок Петра Порошенка ""Солідарність""",Київська міська організація,39154804,Київ,2019-03-31,1,2019,Поточний рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26040056200237,0,"Блок Петра Порошенка ""Солідарність""",Київська міська організація,39154804,Київ,2019-03-31,1,2019,Рахунок для соціальних виплат
"АТ ""Ощадбанк"" ",поточний рахунок,26004300956820,"1103,34","Блок Петра Порошенка ""Солідарність""",Київська обласна організація,39495516,Київська область,2019-03-31,1,2019,
"ПАТ ""МІБ""",поточний рахунок,26000010325931,"4411,71","Блок Петра Порошенка ""Солідарність""",Київська обласна організація,39495516,Київська область,2019-03-31,1,2019,
"ПАТ ""МІБ""",поточний рахунок,26044010325931,0,"Блок Петра Порошенка ""Солідарність""",Київська обласна організація,39495516,Київська область,2019-03-31,1,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002052912613,"76795,9","Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-03-31,1,2019,поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26100052902581,60000,"Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-03-31,1,2019,строковий депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,2600305295881,17000,"Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-03-31,1,2019,поточний депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052927788,20000,"Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-03-31,1,2019,поточний депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26042052904249,"17273,34","Блок Петра Порошенка ""Солідарність""",Кіровоградська обласна організація,39697790,Кіровоградська область,2019-03-31,1,2019,соціальний рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004054634768,0,"Блок Петра Порошенка ""Солідарність""",Кременчуцька міська організація,39957532,Полтавська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053718941,"2126,89","Блок Петра Порошенка ""Солідарність""",Луганська обласна організація,39825996,Луганська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26043053705040,0,"Блок Петра Порошенка ""Солідарність""",Луганська обласна організація,39825996,Луганська область,2019-03-31,1,2019,для соціальних виплат
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053219711,"50,84","Блок Петра Порошенка ""Солідарність""",Миколаївська обласна організація,26029188,Миколаївська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26041053203743,0,"Блок Петра Порошенка ""Солідарність""",Миколаївська обласна організація,26029188,Миколаївська область,2019-03-31,1,2019,соціальний
"АБ ""Укргазбанк""",поточний рахунок,26000212002144,0,"Блок Петра Порошенка ""Солідарність""",Полтавська міська організація,39962153,Полтавська область,2019-03-31,1,2019,
"АБ ""Укргазбанк""",поточний рахунок,26000279199,"952,77","Блок Петра Порошенка ""Солідарність""",Полтавська обласна організація,26090791,Полтавська область,2019-03-31,1,2019,
"АБ ""Укргазбанк""",поточний рахунок,26045903291382,0,"Блок Петра Порошенка ""Солідарність""",Полтавська обласна організація,26090791,Полтавська область,2019-03-31,1,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054713048,"692,23","Блок Петра Порошенка ""Солідарність""",Рівненська обласна організація,39757256,Рівненська область,2019-03-31,1,2019,поточний рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26043054707946,0,"Блок Петра Порошенка ""Солідарність""",Рівненська обласна організація,39757256,Рівненська область,2019-03-31,1,2019,Соцстрах.
"ПАТ КБ ""Приватбанк""",поточний рахунок,26046054702335,0,"Блок Петра Порошенка ""Солідарність""",Рівненська обласна організація,39757256,Рівненська область,2019-03-31,1,2019,Соцстрах
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055016910,"3135,47","Блок Петра Порошенка ""Солідарність""",Сумська обласна організація,39587135,Сумська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055114295,"3341,39","Блок Петра Порошенка ""Солідарність""",Тернопільська обласна організація,39614425,Тернопільська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26041055102340,0,"Блок Петра Порошенка ""Солідарність""",Тернопільська обласна організація,39614425,Тернопільська область,2019-03-31,1,2019,
"ПАТ ""Мегабанк""",поточний рахунок,2600912063,"6223,17","Блок Петра Порошенка ""Солідарність""",Харківська обласна організація,39740347,Харківська область,2019-03-31,1,2019,
"ПАТ ""Мегабанк""",поточний рахунок,2600420063,"253,19","Блок Петра Порошенка ""Солідарність""",Харківська обласна організація,39740347,Харківська область,2019-03-31,1,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001266059,"48222,8","Блок Петра Порошенка ""Солідарність""",Херсонська обласна організація,39438699,Херсонська область,2019-03-31,1,2019,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011576381,"60,93","Блок Петра Порошенка ""Солідарність""",Хмельницька обласна організація,39545645,Хмельницька область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009052321812,0,"Блок Петра Порошенка ""Солідарність""",Хмельницька обласна організація,39545645,Хмельницька область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26048052305907,0,"Блок Петра Порошенка ""Солідарність""",Хмельницька обласна організація,39545645,Хмельницька область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000051523322,"49,13","Блок Петра Порошенка ""Солідарність""",Черкаська обласна організація,39602603,Черкаська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26042051507919,0,"Блок Петра Порошенка ""Солідарність""",Черкаська обласна організація,39602603,Черкаська область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,29240051504238,0,"Блок Петра Порошенка ""Солідарність""",Черкаська обласна організація,39602603,Черкаська область,2019-03-31,1,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001266565,"1246,42","Блок Петра Порошенка ""Солідарність""",Чернівецька обласна організація,39692702,Чернівецька область,2019-03-31,1,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004051416683,"3028,37","Блок Петра Порошенка ""Солідарність""",Чернігівська обласна організація,39742680,Чернігівська область,2019-03-31,1,2019,Поточний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053051416968,0,"Блок Петра Порошенка ""Солідарність""",Чернігівська обласна організація,39742680,Чернігівська область,2019-03-31,1,2019,Картковий рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044051405513,0,"Блок Петра Порошенка ""Солідарність""",Чернігівська обласна організація,39742680,Чернігівська область,2019-03-31,1,2019,Для соціальних виплат
"ПАТ ""МІБ""",рахунок виборчого фонду політичної партії,26416030316815,"5363,42","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436056200379,1000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264371000018,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053000861,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436052600481,200,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439053000839,300000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432052601954,98000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26433052600826,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439053000107,190000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Укрексімбанк""",рахунок виборчого фонду кандидата,26438020000002,25520,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26432500726813,18570,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053000270,1000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053000279,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053000688,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432050000966,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431055000992,30000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435055000802,50000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437055000985,204300,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26434500725569,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26431010526882,"672,5","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26432500244990,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434055301572,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438055302823,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",рахунок виборчого фонду кандидата,26433501722904,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055500131,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432055500525,"16642,61","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Банк інвестицій та заощаджень""",рахунок виборчого фонду кандидата,2643309832101,10100,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431050500672,14900,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432050500109,14000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437050500933,20000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055700769,63684,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437050000143,30000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26432055700982,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055700662,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431055700251,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264381000014,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431053200862,20000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430053200863,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26435053201016,20000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436052100790,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430051500114,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26431051500209,68000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055100523,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439055100589,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437055100785,0,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26437054700399,35136,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26439053700525,60500,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26438053700247,"31459,03","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,264351000014,"79356,31","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26430054200089,20000,"Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ ""МІБ""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26007030316815,"6630225,17","Блок Петра Порошенка ""Солідарність""",Центральний офіс,21715714,Україна,2019-06-30,2,2019,
"ПАТ ""Банк Восток""",поточний рахунок,26003010325274,"207,48","Блок Петра Порошенка ""Солідарність""",Одеська обласна організація,39607381,Одеська область,2019-06-30,2,2019,поточний рахунок
"ПАТ ""Банк Восток""",поточний рахунок,26047010325274,0,"Блок Петра Порошенка ""Солідарність""",Одеська обласна організація,39607381,Одеська область,2019-06-30,2,2019,рахунок для соцвиплат
"ПАТ ""МІБ""",поточний рахунок,26003010318161,"193834,95","Блок Петра Порошенка ""Солідарність""",Вінницька обласна організація,39508645,Вінницька область,2019-06-30,2,2019,поточний рахунок
"ПАТ ""МІБ""",поточний рахунок,26101020318161,0,"Блок Петра Порошенка ""Солідарність""",Вінницька обласна організація,39508645,Вінницька область,2019-06-30,2,2019,депозитний рахунок
"ПАТ ""МІБ""",поточний рахунок,26047010318161,0,"Блок Петра Порошенка ""Солідарність""",Вінницька обласна організація,39508645,Вінницька область,2019-06-30,2,2019,поточний рахунок (ФСС)
"АБ ""Південний""",поточний рахунок,26006010004725,"2893,54","Блок Петра Порошенка ""Солідарність""",Волинська обласна організація,39402400,Волинська область,2019-06-30,2,2019,поточний
"АБ ""Південний""",поточний рахунок,26040010004725,0,"Блок Петра Порошенка ""Солідарність""",Волинська обласна організація,39402400,Волинська область,2019-06-30,2,2019,спецрахунок для ФСС
"АТ ""Ощадбанк"" ",поточний рахунок,26006300913474,"7861,55","Блок Петра Порошенка ""Солідарність""",Донецька обласна організація,39645186,Донецька область,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",поточний рахунок,26040300913474,0,"Блок Петра Порошенка ""Солідарність""",Донецька обласна організація,39645186,Донецька область,2019-06-30,2,2019,лікарняні
"АТ ""Ощадбанк"" ",поточний рахунок,26000300890814,"207,32","Блок Петра Порошенка ""Солідарність""",Житомирська обласна організація,39682762,Житомирська область,2019-06-30,2,2019,
"АТ ""Ощадбанк"" ",поточний рахунок,26044300890814,0,"Блок Петра Порошенка ""Солідарність""",Житомирська обласна організація,39682762,Житомирська область,2019-06-30,2,2019,Для соціальних виплат
"АТ ""Ощадбанк"" ",поточний рахунок,26003300980169,0,"Блок Петра Порошенка ""Солідарність""",Коломийська міська організація,39790251,Івано-Франківська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005056242489,"3148,75","Блок Петра Порошенка ""Солідарність""",Київська міська організація,39154804,Київ,2019-06-30,2,2019,Поточний рахунок
"ПАТ КБ ""Приватбанк""",поточний рахунок,26040056200237,0,"Блок Петра Порошенка ""Солідарність""",Київська міська організація,39154804,Київ,2019-06-30,2,2019,Рахунок для соціальних виплат
"АТ ""Ощадбанк"" ",поточний рахунок,26004300956820,"303,34","Блок Петра Порошенка ""Солідарність""",Київська обласна організація,39495516,Київська область,2019-06-30,2,2019,
"ПАТ ""МІБ""",поточний рахунок,26000010325931,"1418,49","Блок Петра Порошенка ""Солідарність""",Київська обласна організація,39495516,Київська область,2019-06-30,2,2019,
"ПАТ ""МІБ""",поточний рахунок,26044010325931,0,"Блок Петра Порошенка ""Солідарність""",Київська обласна організація,39495516,Київська область,2019-06-30,2,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000051523322,"95,08","Блок Петра Порошенка ""Солідарність""",Черкаська обласна організація,39602603,Черкаська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26042051507919,0,"Блок Петра Порошенка ""Солідарність""",Черкаська обласна організація,39602603,Черкаська область,2019-06-30,2,2019,
"ПАТ КБ ""Приватбанк""",поточний рахунок,29240051504238,0,"Блок Петра Порошенка ""Солідарність""",Черкаська обласна організація,39602603,Черкаська область,2019-06-30,2,2019,
"АБ ""Укргазбанк""",поточний рахунок,26001266565,"695,22","Блок Петра Порошенка ""Солідарність""",Чернівецька обласна організація,39692702,Чернівецька область,2019-06-30,2,2019,
"АТ ""Укрексімбанк""",поточний рахунок,26045000008600,0,"Блок Петра Порошенка ""Солідарність""",Запорізька обласна організація,39434317,Запорізька область,2019-06-30,2,2019,спец/р фсс твп
"АТ ""Укрексімбанк""",поточний рахунок,26008000005026,"1169,21","Блок Петра Порошенка ""Солідарність""",Запорізька обласна організація,39434317,Запорізька область,2019-06-30,2,2019,поточний
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26421055700432,8,"Блок Петра Порошенка ""Солідарність""",Запорізька обласна організація,39434317,Запорізька область,2019-06-30,2,2019,
"ПАТ ""МІБ""",поточний рахунок,26004010318212,"31191,11","Блок Петра Порошенка ""Солідарність""",Львівська обласна організація,39702118,Львівська область,2019-06-30,2,2019,розрахунковий
"ПАТ ""МІБ""",поточний рахунок,26048010318212,0,"Блок Петра Порошенка ""Солідарність""",Львівська обласна організація,39702118,Львівська область,2019-06-30,2,2019,соціальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053219711,"2025,71","Блок Петра Порошенка ""Солідарність""",Миколаївська обласна організація,26029188,Миколаївська область,2019-06-30,2,2019,
