Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""Приватбанк""",Поточний рахунок,UA453375460000026007055023518,0.00,БАТЬКІВЩИНА,Глухівська районна організація,40572420,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA733375460000026003055022568,0.00,БАТЬКІВЩИНА,Великописарівська районна організація,24016253,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA723375460000026000055019972,0.00,БАТЬКІВЩИНА,СУМСЬКА РАЙОННА організація,36234682,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA233375460000026004055043513,0.00,БАТЬКІВЩИНА,СЕРЕДИНО-БУДСЬКА РАЙОННА організація СУМСЬКОЇ ОБЛАСТІ,24015928,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA143375460000026004055024372,0.00,БАТЬКІВЩИНА,Тростянецька районна організація,24015905,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA673375460000026006055045854,0.00,БАТЬКІВЩИНА,РОМЕНСЬКА РАЙОННА організація,35187129,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA503375460000026004055024112,0.00,БАТЬКІВЩИНА,ПУТИВЛЬСЬКА РАЙОННА організація СУМСЬКОЇ ОБЛАСТІ,24016230,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA033375460000026009055046128,0.00,БАТЬКІВЩИНА,ШОСТКИНСЬКА РАЙОННА організація СУМСЬКОЇ ОБЛАСТІ,24016322,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA813375460000026002055019839,0.00,БАТЬКІВЩИНА,СУМСЬКА МІСЬКА організація СУМСЬКОЇ ОБЛАСТІ,24016224,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA213375460000026006055026215,0.00,БАТЬКІВЩИНА,Білопільська районна організація Сумської області,37158372,Сумська обл.,2021-03-31,1,2021
"Житомирське відділення АТ ""АЙБОКСБАНК""",Поточний рахунок,UA873223020000026001001929301,4080.67,БАТЬКІВЩИНА,ЖИТОМИРСЬКА ОБЛАСНА організація,25776533,Житомирська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA593375460000026009055022131,5249.18,БАТЬКІВЩИНА,СУМСЬКА ОБЛАСНА організація,24011118,Сумська обл.,2021-03-31,1,2021
Філія АТ «Укрексімбанк» у м. Сумах,Поточний рахунок,UA473223130000026004000045604,148774.41,БАТЬКІВЩИНА,СУМСЬКА ОБЛАСНА організація,24011118,Сумська обл.,2021-03-31,1,2021
"ТВБВ№10013/0242філії-Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA523257960000026009300454012,0.00,БАТЬКІВЩИНА,Дрогобицька районна організація,25257088,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0188 філії -Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA643257960000026006300560404,0.00,БАТЬКІВЩИНА,Стрийська районна організація,26127011,Львівська обл.,2021-03-31,1,2021
"Акціонерне товариство""Кредобанк""",Поточний рахунок,UA503253650000000260010001900,0.00,БАТЬКІВЩИНА,Стебницька міська організація,33914865,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/215-філії Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA483257960000026001300554169,0.00,БАТЬКІВЩИНА,Самбірська районна організація,33408061,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013\0188філії Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA753257960000026009300575333,0.00,БАТЬКІВЩИНА,Моршинська міська організація,33892119,Львівська обл.,2021-03-31,1,2021
"ТВБВ""10013/0242філії Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA813257960000026006300558740,355.08,БАТЬКІВЩИНА,Дрогобицька міська організація,25257295,Львівська обл.,2021-03-31,1,2021
"ПАТ ""МТБ БАНК""",Поточний рахунок,UA833281680000000026004251221,1874.06,БАТЬКІВЩИНА,Одеська міська організація,26133589,Одеська обл.,2021-03-31,1,2021
"ПАТ ""МТБ БАНК""",Поточний рахунок,UA333281680000000026000283851,262.52,БАТЬКІВЩИНА,Одеська обласна організація,25433349,Одеська обл.,2021-03-31,1,2021
"Івано-Франківська філія ПАТ АБ ""Укргазбанк"",МФО 320478",Поточний рахунок,UA083204780000000026007300867,529933.40,БАТЬКІВЩИНА,Івано-Франківська обласна організація,25789520,Івано-Франківська обл.,2021-03-31,1,2021
"Івано-Франківська філія ПАТ АБ ""Укргазбанк"",МФО 320478",рахунок для страхових внесків,UA483204780000026042903293899,0.00,БАТЬКІВЩИНА,Івано-Франківська обласна організація,25789520,Івано-Франківська обл.,2021-03-31,1,2021
"АТ ""Ощадбанк""",Поточний рахунок,UA143333680000026009300025272,53.00,БАТЬКІВЩИНА,ЗДОЛБУНІВСЬКА РАЙОННА організація,25930289,Рівненська обл.,2021-03-31,1,2021
": Філія - Рівненське обласне управління АТ ""Ощадбанк""",Поточний рахунок,№UA633333680000000260063012594,59.09,БАТЬКІВЩИНА,САРНЕНСЬКА РАЙОННА організація,25930355,Рівненська обл.,2021-03-31,1,2021
"Філія Рівненське обласне управління АТ ""Ощадбанк"", ",Поточний рахунок,UA023333680000026005300004866,147.55,БАТЬКІВЩИНА,ДУБЕНСЬКА РАЙОННА організація,25930792,Рівненська обл.,2021-03-31,1,2021
"АТ ""КБ ""ПРИВАТБАНК""",Поточний рахунок,UA743206490000026008052679183,0.00,БАТЬКІВЩИНА,Святошинська районна організація,21716010,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA733052990000026005006220785,332.13,БАТЬКІВЩИНА,Соломʼянська районна організація,21716903,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Спеціальний рахунок,UA503052990000026046046203787,0.00,БАТЬКІВЩИНА,Соломʼянська районна організація,21716903,м.Київ,2021-03-31,1,2021
Приватбанк,Поточний рахунок,UA823333910000026009054729281,0.00,БАТЬКІВЩИНА,ВОЛОДИМИРЕЦЬКА РАЙОННА організація,25930311,Рівненська обл.,2021-03-31,1,2021
"АТ ""МЕГАБАНК""",Поточний рахунок,UA243516290000000002600401255,439698.49,БАТЬКІВЩИНА,Вінницька обласна організація,25511109,Вінницька обл.,2021-03-31,1,2021
"АТ ""Державний Ощадний Банк України""",Поточний рахунок,UA623226690000026000300390509,0.00,БАТЬКІВЩИНА,Яготинська районна організація,25951156,Київська обл.,2021-03-31,1,2021
АТ «РАЙФФАЙЗЕН БАНК АВАЛЬ»,поточний,UA493808050000000026009378667,17800.86,БАТЬКІВЩИНА,ХАРКІВСЬКА ОБЛАСНА організація,25792203,Харківська обл.,2021-03-31,1,2021
"Філія Миколаївське обласне управління АТ ""Ощадбанк"" ТВБВ №10014/079",Поточний рахунок,UA093264610000026008300792424,0.00,БАТЬКІВЩИНА,МИКОЛАЇВСЬКА РАЙОННА організація,26029225,Миколаївська обл.,2021-03-31,1,2021
"Миколаївське ЦРВ АТ ""МЕГАБАНК""",поточний,UA073516290000000002600514663,4234.69,БАТЬКІВЩИНА,Миколаївська обласна організація,23405295,Миколаївська обл.,2021-03-31,1,2021
"Миколаївське РУ АТ КБ ""ПриватБанк""",Поточний рахунок,UA213052990000026007031700740,0.00,БАТЬКІВЩИНА,Миколаївська обласна організація,23405295,Миколаївська обл.,2021-03-31,1,2021
"Акціонерне Товариство Комерційний Банк ""Приватбанк""",Поточний рахунок,UA383218420000026008053149303,0.00,БАТЬКІВЩИНА,Броварська міська організація Київської області,25951446,Київська обл.,2021-03-31,1,2021
"Акціонерне Товариство Комерційний Банк ""Приватбанк""",Поточний рахунок,UA963052990000026003000106335,12.43,БАТЬКІВЩИНА,Броварська міська організація Київської області,25951446,Київська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA133052990000026003020105640,0.00,БАТЬКІВЩИНА,Білоцерківська районна організація,26002120,Київська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA863218420000026008053004103,0.00,БАТЬКІВЩИНА,Білоцерківська районна організація,26002120,Київська обл.,2021-03-31,1,2021
"АТ ""АБ ""РАДАБАНК""",Поточний рахунок,UA033065000000026005300003182,0.00,БАТЬКІВЩИНА,Шевченківська районна організація,21715980,м.Київ,2021-03-31,1,2021
"АБ ""Укргазбанк""Бориспільське відділення №54",Поточний рахунок,UA123204780000026009212004314,0.00,БАТЬКІВЩИНА,Бориспільська районна організація,25951185,Київська обл.,2021-03-31,1,2021
"Акціонерне Товариство Комерційний Банк ""Приватбанк""",Поточний рахунок,UA653052990000026003040102418,0.00,БАТЬКІВЩИНА,Бородянська районна організація,25931580,Київська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA413052990000026001026208929,1733.96,БАТЬКІВЩИНА,Оболонська районна організація в м.Києві,25895860,м.Київ,2021-03-31,1,2021
"АТ ""МЕГАБАНК""",Поточний рахунок,UA213516290000000026004261773,1739.35,БАТЬКІВЩИНА,Печерська районна організація в м.Києві,21715915,м.Київ,2021-03-31,1,2021
"АТ ""МЕГАБАНК""",Поточний рахунок,UA703516290000000026007261877,0.00,БАТЬКІВЩИНА,Подільська районна організація,21715393,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA143218420000035705030102152,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA343218420000026001020101616,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA403218420000020685040103135,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA553218420000026043030101868,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA583218420000020639000101866,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA583218420000026077010104787,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA653218420000026072010102115,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA673218420000029096000103129,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA973218420000020686010102109,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA133052990000026073020107140,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA203052990000026001030111035,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA253052990000020683040112619,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA373052990000026070030113815,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA493052990000020635010117830,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA623052990000035704040109422,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA703052990000020682030122007,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA753052990000026047040101033,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA803052990000029095020123660,0.00,БАТЬКІВЩИНА,Деснянська районна організація в місті Києві,21713603,м.Київ,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA953154050000026005052300224,0.00,БАТЬКІВЩИНА,Летичівська районна організація Хмельницької області,25879275,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA573154050000026006052428332,0.00,БАТЬКІВЩИНА,Волочиська районна організація Хмельницької області,25889569,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA303154050000026007052308213,81.72,БАТЬКІВЩИНА,Хмельницька районна організація Хмельницької області,25834870,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВТБАНК""",Поточний рахунок,UA823154050000026005052424133,0.00,БАТЬКІВЩИНА,Старокостянтинівська міська організація Хмельницької області,25834673,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA873154050000026004060713406,0.00,БАТЬКІВЩИНА,Камʼянець-Подільська районна організація Хмельницької області,25889552,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA183154050000026001052404469,0.00,БАТЬКІВЩИНА,Камʼянець-Подільська міська організація Хмельницької області,25889575,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA603052990000026001040114895,0.00,БАТЬКІВЩИНА,Бучанська міська організація,35095489,Київська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA423218420000026006000100290,0.00,БАТЬКІВЩИНА,Бучанська міська організація,35095489,Київська обл.,2021-03-31,1,2021
"Акціонерне товариство комерційний банк ""Приватбанк""",Поточний рахунок,UA573052990000026005030124783,64.00,БАТЬКІВЩИНА,Ставищенська районна організація,26078716,Київська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA223052990000026007010122684,0.00,БАТЬКІВЩИНА,Вишгородська районна організація,25951149,Київська обл.,2021-03-31,1,2021
"АТ ""Укргазбанк"" Бориспільське відділення№54",Поточний рахунок,№UA423204780000026007212004327,24.38,БАТЬКІВЩИНА,Бориспільська міська організація,25951133,Київська обл.,2021-03-31,1,2021
"Акіонерне товариство ""Державний ощадний банк ""України""",Поточний рахунок,UA113226690000026004300264318,320.04,БАТЬКІВЩИНА,Білоцерківська міська організація,25822507,Київська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA963052990000026009000104579,0.00,БАТЬКІВЩИНА,Сквирська районна організація,25950665,Київська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA193218420000026005053153239,0.00,БАТЬКІВЩИНА,Сквирська районна організація,25950665,Київська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA123218420000026009053006274,0.00,БАТЬКІВЩИНА,Фастівська районна організація,26078703,Київська обл.,2021-03-31,1,2021
"АТ ""Ощадбанк""",Поточний рахунок,UA543157840000026005300528092,0.00,БАТЬКІВЩИНА,Хмельницька міська організація Хмельницької області,25879370,Хмельницька обл.,2021-03-31,1,2021
"Акціонерне товариство комерційний банк ""Приватбанк""",Поточний рахунок,UA723052990000026006050271961,0.00,БАТЬКІВЩИНА,Новомосковська міська організація Дніпропетровської області,25841700,Дніпропетровська обл.,2021-03-31,1,2021
"Філія Миколаївське обласне управління АТ ""Ощадбанк"" м. Миколаїв",Поточний рахунок,UA223264610000026004300822202,0.00,БАТЬКІВЩИНА,ЗАВОДСЬКА РАЙОННА організація,26029395,Миколаївська обл.,2021-03-31,1,2021
"ТВБВ№10013/0215-філії Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA253257960000026002300562309,0.00,БАТЬКІВЩИНА,Самбірська міська організація,33865132,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/018Філії-Львівське обласне управління АТ""Ощадбанк""",Поточний рахунок,UA553257960000026008300557006,0.00,БАТЬКІВЩИНА,Бориславська міська організація,25258685,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0188філії-Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA263257960000026002300558023,0.00,БАТЬКІВЩИНА,Стрийська міська організація,25254014,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0179-філії Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA223257960000026002300562848,76.89,БАТЬКІВЩИНА,Сколівська районна організація,25257125,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0343філії-Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA393257960000026001300573537,0.00,БАТЬКІВЩИНА,Галицька районна організація,25258461,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0138філії-Львіського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA643257960000026001300585503,0.00,БАТЬКІВЩИНА,Червоноградська міська організація,25262652,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0166філії-Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA903257960000026002300561430,0.00,БАТЬКІВЩИНА,Жидачівська районна організація,25252659,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0226Філії Львівського обласного управління АТ""Ощадбанк"" ",Поточний рахунок,UA783257960000026007300565356,0.00,БАТЬКІВЩИНА,Камʼянка-Бузька районна організація,25258550,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/076філії Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA223257960000026006300573673,0.00,БАТЬКІВЩИНА,Личаківська районна організація,25255971,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0257філії-Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA463257960000026003300165846,0.00,БАТЬКІВЩИНА,Сокальська районна організація,25257579,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013/0203філії- Львівського обласного управління АТ""Ощадбанк""",Поточний рахунок,UA233257960000026005300562340,0.00,БАТЬКІВЩИНА,Жовківська районна організація,25256485,Львівська обл.,2021-03-31,1,2021
"Публічне акціонерне товариство комерційний банк ""Приватбанк""",Поточний рахунок,UA823034400000026006055512381,233.82,БАТЬКІВЩИНА,Рожищенська районна організація,25909970,Волинська обл.,2021-03-31,1,2021
"Публічне акціонерне товариство комерційний банк ""Приватбанк""",Поточний рахунок,UA723034400000026008055519865,957.09,БАТЬКІВЩИНА,Луцька районна організація,25910105,Волинська обл.,2021-03-31,1,2021
"Публічне акціонерне товариство комерційний банк ""Приватбанк""",Поточний рахунок,UA513034400000026008055506469,0.00,БАТЬКІВЩИНА,Ковельська районна організація,25910097,Волинська обл.,2021-03-31,1,2021
"ПАТ КБ ""Приватбанк""",Поточний рахунок,UA683052990000026009050016918,526240.28,БАТЬКІВЩИНА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,25785516,Чернігівська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA283524790000026007052200724,615.00,БАТЬКІВЩИНА,Херсонська міська організація,25801563,Херсонська обл.,2021-03-31,1,2021
"Акціонерне товариство комерційний банк ""Приватбанк""",Поточний рахунок,UA573052990000026006050274753,0.00,БАТЬКІВЩИНА,Дніпровська міська організація,25841338,Дніпропетровська обл.,2021-03-31,1,2021
"Акціонерне товариство комерційний банк ""Приватбанк""",Українська гривня,UA133052990000020682050313001,0.00,БАТЬКІВЩИНА,Дніпровська міська організація,25841338,Дніпропетровська обл.,2021-03-31,1,2021
"Акціонерне товариство комерційний банк ""Приватбанк""",Українська гривня,UA723052990000020681050318375,0.00,БАТЬКІВЩИНА,Дніпровська міська організація,25841338,Дніпропетровська обл.,2021-03-31,1,2021
"Акціонерне товариство комерційний банк ""Приватбанк""",Українська гривня,UA893052990000035700050268755,0.00,БАТЬКІВЩИНА,Дніпровська міська організація,25841338,Дніпропетровська обл.,2021-03-31,1,2021
"Філія-Житомирське обласне управління АТ ""Ощадбанк""",Поточний рахунок,UA323116470000026008300968964,351.04,БАТЬКІВЩИНА,Ружинська районна організація Житомирської області,25924290,Житомирська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Банк АВАЛЬ"" Попільнянське відділення ",Поточний рахунок,UA153808050000000026009543306,0.00,БАТЬКІВЩИНА,Попільнянська районна організація Житомирської області,33864810,Житомирська обл.,2021-03-31,1,2021
"Публічне акціонерне товариство акціонерний банк ""Укргазбанк""",Поточний рахунок,UA143204780000026004924430260,0.00,БАТЬКІВЩИНА,Радомишльська районна організація Житомирської області,26061737,Житомирська обл.,2021-03-31,1,2021
"ТВБВ№10005/053 Філія-Житомирське обласне управління АТ""Ощадбанк""",Поточний рахунок,UA403116470000026004300949556,56.09,БАТЬКІВЩИНА,Чуднівська районна організація Житомирської області,33811794,Житомирська обл.,2021-03-31,1,2021
АТ КБ Приватбанк м.Коростень,Поточний рахунок,UA753117440000026004055817413,0.00,БАТЬКІВЩИНА,Лугинська районна організація Житомирської області,33913730,Житомирська обл.,2021-03-31,1,2021
АТ КБ ПРИВАТБАНК смт.Баранівка,Поточний рахунок,UA683117440000026007055806573,0.00,БАТЬКІВЩИНА,Баранівська районна організація Житомирської області,33265812,Житомирська обл.,2021-03-31,1,2021
АТ КБ Приват Банк м.Коростень,Поточний рахунок,UA113117440000026009055819171,0.00,БАТЬКІВЩИНА,Коростенська районна організація,33985229,Житомирська обл.,2021-03-31,1,2021
"АБ""УКРГАЗБАНК""Бердичівське відділення""",Поточний рахунок,UA813204780000026003924423074,0.00,БАТЬКІВЩИНА,Бердичівська міська організація Житомирської області,25776991,Житомирська обл.,2021-03-31,1,2021
"Філія-Житомирське обласне управління АТ""Ощадбанк""смт.Брусилів ",Поточний рахунок,UA533116470000026006300952455,0.00,БАТЬКІВЩИНА,Брусилівська районна організація Житомирської області,33757910,Житомирська обл.,2021-03-31,1,2021
АТ КБ Приватбанк,Поточний рахунок,UA163052990000035707021602451,0.00,БАТЬКІВЩИНА,Черкаська обласна організація,25770087,Черкаська обл.,2021-03-31,1,2021
АТ КБ Приватбанк,Поточний рахунок,UA933052990000026008001609137,4421.33,БАТЬКІВЩИНА,Черкаська обласна організація,25770087,Черкаська обл.,2021-03-31,1,2021
"Акціонерне товариство""Райфайзен Банк Аваль""",Поточний рахунок,UA883808050000000026009223347,372027.42,БАТЬКІВЩИНА,ЛЬВІВСЬКА ОБЛАСНА організація,25249083,Львівська обл.,2021-03-31,1,2021
"ТВБВ№10013\0276філії-Львівське обласне управління АТ""Ощадбанк""",Поточний рахунок,UA573257960000026006300564507,100.00,БАТЬКІВЩИНА,Яворівська районна організація,25258975,Львівська обл.,2021-03-31,1,2021
