Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,Примітки
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053219711,"4221,02",Блок Петра Порошенка,Миколаївська обласна організація,26029188,Миколаївська область,2016-12-31,5,2016,
"ПАТ ""Банк Восток""",поточний рахунок,26003010325274,"746,96",Блок Петра Порошенка,Одеська обласна організація,39607381,Одеська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26000212002144,0,Блок Петра Порошенка,Полтавська міська організація,39962153,Полтавська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26000279199,0,Блок Петра Порошенка,Полтавська обласна організація,26090791,Полтавська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054713048,"5756,22",Блок Петра Порошенка,Рівненська обласна організація,39757256,Рівненська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055016910,"407,85",Блок Петра Порошенка,Сумська обласна організація,39587135,Сумська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26009055114295,"46733,39",Блок Петра Порошенка,Тернопільська обласна організація,39614425,Тернопільська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26427300639894,0,Блок Петра Порошенка,Тернопільська обласна організація,39614425,Тернопільська область,2016-12-31,5,2016,
"ПАТ ""Мегабанк""",поточний рахунок,2600420063,"3114,42",Блок Петра Порошенка,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,картковий
"ПАТ ""Мегабанк""",поточний рахунок,2600912063,"147180,75",Блок Петра Порошенка,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26432052201013,0,Блок Петра Порошенка,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26437052200075,0,Блок Петра Порошенка,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26001266059,"66389,39",Блок Петра Порошенка,Херсонська обласна організація,39438699,Херсонська область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011576381,0,Блок Петра Порошенка,Хмельницька обласна організація,39545645,Хмельницька область,2016-12-31,5,2016,
"ПАТ ""Мегабанк""",поточний рахунок,26006020316815,"104851,06",Блок Петра Порошенка,Центральний офіс,21715714,Україна,2016-12-31,5,2016,
"ПАТ ""Мегабанк""",поточний рахунок,26102010316815,860000,Блок Петра Порошенка,Центральний офіс,21715714,Україна,2016-12-31,5,2016,
"ПАТ ""Мегабанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26007030316815,0,Блок Петра Порошенка,Центральний офіс,21715714,Україна,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26002001135423,0,Блок Петра Порошенка,Черкаська обласна організація,39602603,Черкаська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26424311135423,0,Блок Петра Порошенка,Черкаська обласна організація,39602603,Черкаська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26001266565,"5896,77",Блок Петра Порошенка,Чернівецька обласна організація,39692702,Чернівецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26425300486048,0,Блок Петра Порошенка,Чернівецька обласна організація,39692702,Чернівецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26420300486861,0,Блок Петра Порошенка,Чернівецька обласна організація,39692702,Чернівецька область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26006011627020,"8981,44",Блок Петра Порошенка,Чернігівська обласна організація,39742680,Чернігівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422051400505,0,Блок Петра Порошенка,Чернігівська обласна організація,39742680,Чернігівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422051400282,0,Блок Петра Порошенка,Чернігівська обласна організація,39742680,Чернігівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003050016077,0,"Всеукраїнське об'єднання ""Батьківщина""",Амур-Нижньодніпровська районна організація,25841373,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055806573,0,"Всеукраїнське об'єднання ""Батьківщина""",Баранівська районна організація,33265812,Житомирська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26432500119019,0,"Всеукраїнське об'єднання ""Батьківщина""",Баштанська районна організація,26029509,Миколаївська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055815853,0,"Всеукраїнське об'єднання ""Батьківщина""",Бердичівська районна організація,25923272,Житомирська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26003300631379,0,"Всеукраїнське об'єднання ""Батьківщина""",Бережанська районна організація,25782162,Тернопільська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26004300264318,109,"Всеукраїнське об'єднання ""Батьківщина""",Білоцерківська міська організація,25822507,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053168170,0,"Всеукраїнське об'єднання ""Батьківщина""",Бородянська районна організація,25931580,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055115013,"88,45","Всеукраїнське об'єднання ""Батьківщина""",Борщівська районна організація,25887702,Тернопільська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053149303,"1054,36","Всеукраїнське об'єднання ""Батьківщина""",Броварська міська організація,25951446,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055018872,145,"Всеукраїнське об'єднання ""Батьківщина""",Буринська районна організація,24015940,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053155833,0,"Всеукраїнське об'єднання ""Батьківщина""",Васильківська районна організація,25927063,Київська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003055022568,0,"Всеукраїнське об'єднання ""Батьківщина""",Великописарівська районна організація,24016253,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050293540,0,"Всеукраїнське об'єднання ""Батьківщина""",Верхньодніпровська районна організація,25947108,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050268468,0,"Всеукраїнське об'єднання ""Батьківщина""",Вільногірська міська організація,25841321,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26000011969944,"8517,91","Всеукраїнське об'єднання ""Батьківщина""",Вінницька обласна організація,25511109,Вінницька область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26005000001595,"1480,49","Всеукраїнське об'єднання ""Батьківщина""",Волинська обласна організація,25787544,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006052428332,"28,85","Всеукраїнське об'єднання ""Батьківщина""",Волочиська районна організація,25889569,Хмельницька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26438054600937,0,"Всеукраїнське об'єднання ""Батьківщина""",Гадяцька районна організація,25913291,Полтавська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055019365,0,"Всеукраїнське об'єднання ""Батьківщина""",Глухівська міська організація,24015957,Сумська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211111,0,"Всеукраїнське об'єднання ""Батьківщина""",Глухівська районна організація,40572420,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002052614362,0,"Всеукраїнське об'єднання ""Батьківщина""",Голосіївська районна організація,21716820,Київ,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26003011977193,0,"Всеукраїнське об'єднання ""Батьківщина""",Городоцька районна організація,33811878,Хмельницька область,2016-12-31,5,2016,
невідомо,поточний рахунок,211112,0,"Всеукраїнське об'єднання ""Батьківщина""",Горохівська районна організація,25910068,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008052683834,0,"Всеукраїнське об'єднання ""Батьківщина""",Дарницька районна організація,21716949,Київ,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050274753,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська міська організація,25841338,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009050272707,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська районна організація,26051242,Херсонська область,2016-12-31,5,2016,Херсонська область
"ПАТ ""ВТБ Банк""",поточний рахунок,26007010037108,"7,58","Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053520115,0,"Всеукраїнське об'єднання ""Батьківщина""",Довгинцівська районна організація,25841232,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053054005238,"0,46","Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,картковий
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005054005253,92,"Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422053600800,0,"Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,накопичувальний
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26420053600181,"64,74","Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26009300454012,129,"Всеукраїнське об'єднання ""Батьківщина""",Дрогобицька районна організація,25257088,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,260013012638,"18,97","Всеукраїнське об'єднання ""Батьківщина""",Дубенська міська організація,25930378,Рівненська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26005300004866,3,"Всеукраїнське об'єднання ""Батьківщина""",Дубенська районна організація,25930792,Рівненська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,260020558151901,0,"Всеукраїнське об'єднання ""Батьківщина""",Ємільчинська районна організація,33877373,Житомирська область,2016-12-31,5,2016,
"ПАТ ""Айбокс банк""",поточний рахунок,26001001929301,"459,35","Всеукраїнське об'єднання ""Батьківщина""",Житомирська обласна організація,25776533,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26439055800006,37,"Всеукраїнське об'єднання ""Батьківщина""",Житомирська районна організація,33975226,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26437055800796,96,"Всеукраїнське об'єднання ""Батьківщина""",Житомирська районна організація,33975226,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001050273533,0,"Всеукраїнське об'єднання ""Батьківщина""",Жовтоводська міська організація,25841344,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004050270340,0,"Всеукраїнське об'єднання ""Батьківщина""",Заводська районна організація,25956805,Миколаївська область,2016-12-31,5,2016,
"АТ ""Укрсиббанк""",поточний рахунок,26004207071600,"189,94","Всеукраїнське об'єднання ""Батьківщина""",Закарпатська обласна організація,25446205,Закарпатська область,2016-12-31,5,2016,Основний
"АТ ""Укрсиббанк""",поточний рахунок,26003207071601,"219,16","Всеукраїнське об'єднання ""Батьківщина""",Закарпатська обласна організація,25446205,Закарпатська область,2016-12-31,5,2016,депозитний
"ПАТ КБ ""Глобус""",поточний рахунок,2600400123832,"29,3","Всеукраїнське об'єднання ""Батьківщина""",Запорізька обласна організація,25766789,Запорізька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26427301327163,0,"Всеукраїнське об'єднання ""Батьківщина""",Запорізька обласна організація,25766789,Запорізька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26428300327163,0,"Всеукраїнське об'єднання ""Батьківщина""",Запорізька обласна організація,25766789,Запорізька область,2016-12-31,5,2016,накопичувальний
"АТ ""Ощадбанк""",поточний рахунок,2600630063,0,"Всеукраїнське об'єднання ""Батьківщина""",Збаразька районна організація,26024423,Тернопільська область,2016-12-31,5,2016,
"ПАТ ""Кредобанк""",поточний рахунок,2600401064845,300,"Всеукраїнське об'єднання ""Батьківщина""",Золочівська районна організація,25253624,Харківська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053514171,0,"Всеукраїнське об'єднання ""Батьківщина""",Інгулецька районна організація,26051259,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005050279016,0,"Всеукраїнське об'єднання ""Батьківщина""",Індустріальна районна організація,25841686,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26002011951983,0,"Всеукраїнське об'єднання ""Батьківщина""",Ірпінська міська організація,25951179,Київська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211114,0,"Всеукраїнське об'єднання ""Батьківщина""",Калуська міська організація,33926472,Івано-Франківська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211115,0,"Всеукраїнське об'єднання ""Батьківщина""",Камінь-Каширська районна організація,25910074,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052404469,0,"Всеукраїнське об'єднання ""Батьківщина""",Кам'янець-Подільська міська організація,25889575,Хмельницька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004060713406,0,"Всеукраїнське об'єднання ""Батьківщина""",Кам'янець-Подільська районна організація,25889552,Хмельницька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005050261660,0,"Всеукраїнське об'єднання ""Батьківщина""",Кам'янська міська організація,25841723,Дніпропетровська область,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26002135487,"60,46","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26007135493,"1116,25","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052755262,"1088,99","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006052720575,"4433,79","Всеукраїнське об'єднання ""Батьківщина""",Київська міська організація,21709458,Київ,2016-12-31,5,2016,
невідомо,поточний рахунок,211116,0,"Всеукраїнське об'єднання ""Батьківщина""",Ківерцівська районна організація,25910080,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004312273001,"7288,56","Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська обласна організація,24146984,Кіровоградська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055506469,"29,71","Всеукраїнське об'єднання ""Батьківщина""",Ковельська районна організація,25910097,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055017187,"38,37","Всеукраїнське об'єднання ""Батьківщина""",Конотопська міська організація,37052248,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055028339,0,"Всеукраїнське об'єднання ""Батьківщина""",Конотопська районна організація,40782411,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055819171,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростенська районна організація,33985229,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26421055800360,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростишівська районна організація,33772462,Житомирська область,2016-12-31,5,2016,накопичувальний
"ПАТ КБ ""Приватбанк""",поточний рахунок,26427055800308,0,"Всеукраїнське об'єднання ""Батьківщина""",Коростишівська районна організація,33772462,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055020259,"7,72","Всеукраїнське об'єднання ""Батьківщина""",Краснопільська районна організація,24015897,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002053513104,0,"Всеукраїнське об'єднання ""Батьківщина""",Криворізька міська організація,25840741,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053511517,0,"Всеукраїнське об'єднання ""Батьківщина""",Криворізька районна організація,33453643,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055021988,27,"Всеукраїнське об'єднання ""Батьківщина""",Кролевецька районна організація,24016052,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055019183,0,"Всеукраїнське об'єднання ""Батьківщина""",Лебединська міська організація,37261497,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003055017283,0,"Всеукраїнське об'єднання ""Батьківщина""",Лебединська районна організація,37345571,Сумська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052300224,0,"Всеукраїнське об'єднання ""Батьківщина""",Летичівська районна організація,25879275,Хмельницька область,2016-12-31,5,2016,
невідомо,поточний рахунок,211117,0,"Всеукраїнське об'єднання ""Батьківщина""",Лисичанська міська організація,25926767,Луганська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211118,0,"Всеукраїнське об'єднання ""Батьківщина""",Локачинська районна організація,25909941,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26439054600851,"50,9","Всеукраїнське об'єднання ""Батьківщина""",Лубенська районна організація,25913078,Полтавська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053714488,"31,92","Всеукраїнське об'єднання ""Батьківщина""",Луганська обласна організація,25060552,Луганська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055817413,0,"Всеукраїнське об'єднання ""Батьківщина""",Лугинська районна організація,33913730,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055517909,0,"Всеукраїнське об'єднання ""Батьківщина""",Луцька міська організація,25910022,Волинська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211119,0,"Всеукраїнське об'єднання ""Батьківщина""",Луцька районна організація,25910105,Волинська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211120,0,"Всеукраїнське об'єднання ""Батьківщина""",Любомльська районна організація,25909958,Волинська область,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26009223347,"1373,45","Всеукраїнське об'єднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,2016-12-31,5,2016,
невідомо,поточний рахунок,211121,0,"Всеукраїнське об'єднання ""Батьківщина""",Маневицька районна організація,25909964,Волинська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050277361,0,"Всеукраїнське об'єднання ""Батьківщина""",Марганецька міська організація,25841350,Дніпропетровська область,2016-12-31,5,2016,
