Дата здійснення платежу з рахунку політичної партії,Найменування банку,Номер розрахункового документа,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Цільове призначення платежу,Код рядка,Сума (грн),Тип бенефіціара,Вид рахунку,Партія,Місцева організація,Код ЄДРПОУ осередку,Номер рахунку,Географічний об'єкт,Квартал,Рік
2020-05-06,"ПАТ КБ ""Приватбанк""",AS0567T2BP,"ПАТ КБ ""Приватбанк""",14360570,"м. Київ, вул. Грушевського, буд. 1Д",Комісія за обслуговування рахунку за квітень 2020 р. зг. Дог. Банківського рахунку від 27.06.2019,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Харківська регіональна організація,43031979,UA943515330000026008052108205,Харківська область,2,2020
2020-04-29,"ПАТ КБ ""Приватбанк""",4TO39G56HY,"ПАТ КБ ""Приватбанк""",14360570,"м. Київ, вул. Грушевського, буд. 1Д","Комісія за виконання платежів в націон. валюті, згідно з відкритою офертою банку №б/н від 27.06.2019 та тарифів банку",381,"2,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Харківська регіональна організація,43031979,UA943515330000026008052108205,Харківська область,2,2020
2020-07-23,"ПАТ КБ ""Приватбанк""",7NO3JK6WVY,"ПАТ КБ ""Приватбанк""",14360570,"м. Київ, вул. Грушевського, буд. 1Д","Комісія за виконання платежів в націон. валюті, згідно з відкритою офертою банку №б/н від 27.06.2019 та тарифів банку",381,"2,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Харківська регіональна організація,43031979,UA943515330000026008052108205,Харківська область,3,2020
2020-08-03,"ПАТ КБ ""Приватбанк""",AS07VTFSLP,"ПАТ КБ ""Приватбанк""",14360570,"м. Київ, вул. Грушевського, буд. 1Д",Комісія за обслуговування рахунку за липень 2020 р. зг. Дог.банківського рахунку від 27.06.2019 р.,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Харківська регіональна організація,43031979,UA943515330000026008052108205,Харківська область,3,2020
2020-08-19,"ПАТ КБ ""Приватбанк""",8JO3N0OWMY,"ПАТ КБ ""Приватбанк""",14360570,"м. Київ, вул. Грушевського, буд. 1Д","Комісія за виконання платежів в націон. валюті, згідно з відкритою офертою банку №б/н від 27.06.2019 та тарифів банку",381,"2,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Харківська регіональна організація,43031979,UA943515330000026008052108205,Харківська область,3,2020
2020-09-01,"ПАТ КБ ""Приватбанк""",AS08VXWELP,"ПАТ КБ ""Приватбанк""",14360570,"м. Київ, вул. Грушевського, буд. 1Д",Комісія за обслуговування рахунку за серпень 2020 зг.дог. Банківського рахунку від 27.06.2019 р.,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Харківська регіональна організація,43031979,UA943515330000026008052108205,Харківська область,3,2020
2019-06-27,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"231,12",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,2,2019
2019-06-27,"ПАТ ""Марфін банк""",17876/2,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"216,19",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,2,2019
2019-06-27,"ПАТ ""Марфін банк""",17878/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Одеська міська організація,39938022,26003178781,Одеська область,2,2019
2019-06-27,"ПАТ ""Марфін банк""",17877/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Одеська регіональна організація,26133326,26002178771,Одеська область,2,2019
2019-07-29,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-07-29,"ПАТ ""Марфін банк""",17876/2,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"241,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-08-27,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-08-27,"ПАТ ""Марфін банк""",17876/2,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"240,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-08-30,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"32,26",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-05,"ПАТ ""Марфін банк""",699052,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-05,"ПАТ ""Марфін банк""",700716,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-05,"ПАТ ""Марфін банк""",700717,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-05,"ПАТ ""Марфін банк""",700718,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-30,"ПАТ ""Марфін банк""",4398820,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"2,9",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-30,"ПАТ ""Марфін банк""",4424931,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"120,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-09-30,"ПАТ ""Марфін банк""",4424932,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"150,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,26001178761,Україна,3,2019
2019-06-27,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"231,12",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-06-27,"ПАТ ""Марфін банк""",17876/2,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"216,19",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-07-29,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-07-29,"ПАТ ""Марфін банк""",17876/2,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"241,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-08-27,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-08-27,"ПАТ ""Марфін банк""",17876/2,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"240,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-08-30,"ПАТ ""Марфін банк""",17876/1,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"32,26",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-05,"ПАТ ""Марфін банк""",699052,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-05,"ПАТ ""Марфін банк""",700716,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-05,"ПАТ ""Марфін банк""",700717,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-05,"ПАТ ""Марфін банк""",700718,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-30,"ПАТ ""Марфін банк""",4398820,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"2,9",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-30,"ПАТ ""Марфін банк""",4424931,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"120,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-09-30,"ПАТ ""Марфін банк""",4424932,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"150,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-10-04,"ПАТ ""Марфін банк""",4998999,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-10-31,"ПАТ ""Марфін банк""",8564220,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-10-31,"ПАТ ""Марфін банк""",8564221,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"150,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-11-05,"ПАТ ""Марфін банк""",9206619,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-11-12,"ПАТ ""Марфін банк""",10175237,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"10,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-11-29,"ПАТ ""Марфін банк""",12839449,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-11-29,"ПАТ ""Марфін банк""",12839451,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"150,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-12-05,"ПАТ ""Марфін банк""",13726259,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-12-09,"ПАТ ""Марфін банк""",14278660,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-12-12,"ПАТ ""Марфін банк""",14758850,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-12-19,"ПАТ ""Марфін банк""",15858870,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"10,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-12-27,"ПАТ ""Марфін банк""",17225190,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2019-12-28,"ПАТ ""Марфін банк""",17425942,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,4,2019
2020-01-03,"ПАТ ""Марфін банк""",460821,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-21,"ПАТ ""Марфін банк""",3213591,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-30,"ПАТ ""Марфін банк""",4609989,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-31,"ПАТ ""Марфін банк""",4862283,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-31,"ПАТ ""Марфін банк""",4862282,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"300,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-31,"ПАТ ""Марфін банк""",4862281,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-31,"ПАТ ""Марфін банк""",4815053,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,комісія за довідку,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-02-05,"ПАТ ""Марфін банк""",5584678,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-02-28,"ПАТ ""Марфін банк""",9301986,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-02-28,"ПАТ ""Марфін банк""",9301985,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"150,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-02-28,"ПАТ ""Марфін банк""",9301984,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-03-06,"ПАТ ""Марфін банк""",10450320,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-03-31,"ПАТ ""Марфін банк""",14331850,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-03-31,"ПАТ ""Марфін банк""",14331849,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"1,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-03-31,"ПАТ ""Марфін банк""",14331848,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,1,2020
2020-01-03,"ПАТ ""Марфін банк""",460821,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-01-21,"ПАТ ""Марфін банк""",3213591,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-01-30,"ПАТ ""Марфін банк""",4609989,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"5,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-01-31,"ПАТ ""Марфін банк""",4862283,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-01-31,"ПАТ ""Марфін банк""",4862282,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"300,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-01-31,"ПАТ ""Марфін банк""",4862281,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-01-31,"ПАТ ""Марфін банк""",4815053,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,комісія за довідку,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-02-05,"ПАТ ""Марфін банк""",5584678,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-02-28,"ПАТ ""Марфін банк""",9301986,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-02-28,"ПАТ ""Марфін банк""",9301985,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"150,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-02-28,"ПАТ ""Марфін банк""",9301984,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-03-06,"ПАТ ""Марфін банк""",10450320,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"20,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-03-31,"ПАТ ""Марфін банк""",14331850,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"30,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-03-31,"ПАТ ""Марфін банк""",14331849,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"1,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-03-31,"ПАТ ""Марфін банк""",14331848,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"40,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-04-02,"ПАТ ""Марфін банк""",14558650,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
2020-04-06,"ПАТ ""Марфін банк""",15158138,"ПАТ ""МТБ БАНК""",21650966,м. Одеса,РКО,381,"100,0",юридична особа,поточний рахунок,ДОВІРЯЙ ДІЛАМ,Центральний офіс,21676138,UA663281680000000026001178761,Україна,2,2020
