Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Нежитлова будівля,"77300, Івано-Франківська обл. Калуш, площа Героїв, будинок 28",41.5,516,01.06.2022,281095,Оренда,Управління комунальної власності Калуської міської ради,25668684,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,"м.Миколаїв, вул.Велика Морська, 45/8",95.2,37636948101,28.03.2013,190400,Власність,Миколаївська крайова організація Народного Руху України,20872392,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Офіс,"м.Чернігів, вул.Івана Мазепи, 4",74.8,,01.11.2022,464004,Оренда,Фонд комунального майна Чернігівської міської ради,14227121,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,Україна Івано-Франківська область Косівський район м.Косів вул. Незалежності буд. 23,105.5,95,07.11.2002,7540,Власність,Україна Івано-Франківська область Косівський район м.Косів вул. Незалежності буд. 23,25654978,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Земельна ділянка,Україна Івано-Франківська область Косівський район м.Косів вул. Незалежності буд. 23,14.2,2523610100:01:005:0441,17.04.2015,,Оренда,Україна Івано-Франківська область Косівський район м.Косів вул. Незалежності буд. 23,25654978,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,"Україна,м.Івано-Франківськ вул.Шевченка,5",237.1,12337136,21.06.2005,3004528,Власність,Івано-Франківська Крайова Організація Народного Руху України,20554752,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,"Україна, Івано-Франківська оласть Рогатинський район м.Рогатин вул.Галицька,67",55.4,144682,01.08.2022,21384,Власність,Івано-Франківська Крайова Організація Народного Руху України,20554752,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,"Україга, Івано-Франківська область, Снятинський район, місто Снятин",46.2,,06.04.2017,,Оренда,Снятинське КП Покуття Комунальник,35602573,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,"Львівська область, м.Львів, вул.Винниченка, буд.1 (ІІІ поверх)",236.1,92671346101,13.09.2023,6200000,Власність,"Львівська крайова організація політичної партії ""Народний Рух України""",20806283,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
Нежитлова будівля,"Україна, м.Луцьк вул.Шевченка 2",123.4,1655320507101,20.12.1999,3031669,Власність,Волинська крайова організація Народного Руху України,21734841,Юридична особа,НАРОДНИЙ РУХ УКРАЇНИ,2024-09-30,3,2024
