Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АБ УКРГАЗБАНК,Поточний рахунок,UA223204780000026001924918031,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,36934004,Дніпропетровська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA103515330000026000052222703,41.36,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХАРКІВСЬКА ОБЛАСНА організація,36986801,Харківська обл.,2022-12-31,4,2022
"Херсонське обласне управління АТ ""Ощадбанк"", ТВБВ 10021/01",Поточний рахунок,UA513524570000026004300308841,20266.96,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХЕРСОНСЬКА ОБЛАСНА організація,36944646,Херсонська обл.,2022-12-31,4,2022
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA853052990000026007031603267,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРКАСЬКА ОБЛАСНА організація,42626273,Черкаська обл.,2022-12-31,4,2022
"АТ ""Укрексімбанк""",Поточний рахунок,UA173223130000026004000045659,348.02,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЗАПОРІЗЬКА ОБЛАСНА організація,36911584,Запорізька обл.,2022-12-31,4,2022
"AT ""Ощадбанк""",Поточний рахунок,UA463139570000026001300346419,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЗАПОРІЗЬКА ОБЛАСНА організація,36911584,Запорізька обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA353375460000026004055027971,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,СУМСЬКА ОБЛАСНА організація,36898569,Сумська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA323052990000026003016800993,286237.78,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КИЇВСЬКА МІСЬКА організація,37317130,м.Київ,2022-12-31,4,2022
"АБ ""Укргазбанк""",Поточний рахунок,UA943204780000000026000228504,2075.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,37032436,Чернівецька обл.,2022-12-31,4,2022
АТ КБ «ПриватБанк»,Поточний рахунок,UA453235830000026009052916719,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КІРОВОГРАДСЬКА ОБЛАСНА організація,38037304,Кіровоградська обл.,2022-12-31,4,2022
"АТ ""Ідея Банк"" ",Поточний рахунок,UA573363100000026000355014336,34576.67,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЛЬВІВСЬКА ОБЛАСНА організація,36992464,Львівська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA463052990000026003016807628,1655.32,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЖИТОМИРСЬКА ОБЛАСНА організація,36894166,Житомирська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA903052990000026009026814995,1726.69,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,РІВНЕНСЬКА ОБЛАСНА організація,37083339,Рівненська обл.,2022-12-31,4,2022
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA663287040000026008054210307,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ОДЕСЬКА ОБЛАСНА організація,37280517,Одеська обл.,2022-12-31,4,2022
"ІФ відділення№6 АТ КБ ""Приватбанк""",Поточний рахунок,UA673366770000026000052530392,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,36733782,Івано-Франківська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA883052990000026004023301473,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,36974492,Тернопільська обл.,2022-12-31,4,2022
"ПАТ ""Полікомбанк""",Поточний рахунок,UA473531000000000026005038779,160.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,36806043,Чернігівська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA513052990000026008046304486,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,36806043,Чернігівська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Нараховані доходи за розрахунково касове обслуговування банку,UA453052990000035705036306227,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,36806043,Чернігівська обл.,2022-12-31,4,2022
"Закарпатське обласне управління публічного акціонерного товариства ""Державний ощадний банк України""",Поточний рахунок,UA313123560000026002300015942,29.72,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЗАКАРПАТСЬКА ОБЛАСНА організація,36943692,Закарпатська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA363052990000026003046804282,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ПОЛТАВСЬКА ОБЛАСНА організація,36913712,Полтавська обл.,2022-12-31,4,2022
"Акціонерне товариство ""БАНК КРЕДИТ ДНІПРО""",Поточний рахунок,UA343057490000026002000010013,133594.37,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,Центральний офіс,33547558,Україна,2022-12-31,4,2022
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA063052990000026009006812779,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КРИМСЬКА РЕСПУБЛІКАНСЬКА організація,36973415,Херсонська обл.,2022-09-30,3,2022
"АТ КБ ""Приватбанк"", відділення ""Північно-західне №70""",Поточний рахунок,UA023052990000026005010802791,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ВОЛИНСЬКА ОБЛАСНА організація,36959626,Волинська обл.,2022-09-30,3,2022
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA433052990000026000006800779,3130.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДОНЕЦЬКА ОБЛАСНА організація,38144617,Донецька обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК"" ",Поточний рахунок,UA653052990000026000016803120,63.70,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,СЕВАСТОПОЛЬСЬКА МІСЬКА організація,36932096,Херсонська обл.,2022-09-30,3,2022
Акціонерне товариство «ПУМБ»,Поточний рахунок,UA593348510000000002600527935,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЛУГАНСЬКА ОБЛАСНА організація,37456246,Луганська обл.,2022-09-30,3,2022
"КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК""",Поточний рахунок,UA153266100000026009053214224,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,МИКОЛАЇВСЬКА ОБЛАСНА організація,36955286,Миколаївська обл.,2022-09-30,3,2022
"КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК""",нараховані доходи за комісіями,UA443266100000035706053222243,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,МИКОЛАЇВСЬКА ОБЛАСНА організація,36955286,Миколаївська обл.,2022-09-30,3,2022
АБ КБ ПРИВАТ БАНК ,Поточний рахунок,UA833052990000026002050294403,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,36934004,Дніпропетровська обл.,2022-09-30,3,2022
АБ УКРГАЗБАНК,Поточний рахунок,UA223204780000026001924918031,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,36934004,Дніпропетровська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA103515330000026000052222703,41.36,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХАРКІВСЬКА ОБЛАСНА організація,36986801,Харківська обл.,2022-09-30,3,2022
"Херсонське обласне управління АТ ""Ощадбанк"", ТВБВ 10021/01",Поточний рахунок,UA513524570000026004300308841,20266.96,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ХЕРСОНСЬКА ОБЛАСНА організація,36944646,Херсонська обл.,2022-09-30,3,2022
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA853052990000026007031603267,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЧЕРКАСЬКА ОБЛАСНА організація,42626273,Черкаська обл.,2022-09-30,3,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA463052990000026003016807628,15.11,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЖИТОМИРСЬКА ОБЛАСНА організація,36894166,Житомирська обл.,2022-09-30,3,2022
