"Найменування банку","Вид рахунку","Номер рахунку","Сума коштів","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний об'єкт","Дата","Квартал","Рік"
"ПАТ КБ ""Глобус""","рахунок для відшкодування витрат, повʼязаних із фінансуванням передвиборної агітації","UA943805260000026006002059741","0,0","Слуга народу","Центральний офіс","40422142","Україна","2020-09-30",3,2020
"ПАТ КБ ""Глобус""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA023805260000026007001059741","12887,48","Слуга народу","Центральний офіс","40422142","Україна","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA703223130000026009000044826","257030,16","Слуга народу","Вінницька обласна організація","43655957","Вінницька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA923223130000002924700017154","0,0","Слуга народу","Вінницька обласна організація","43655957","Вінницька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA583223130000026005000044790","124579,21","Слуга народу","Одеська обласна організація","43676765","Одеська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA853223130000002924300025849","0,0","Слуга народу","Одеська обласна організація","43676765","Одеська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA073223130000026009000044990","74007,43","Слуга народу","Житомирська обласна організація","43671044","Житомирська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA883223130000026007000044958","168053,37","Слуга народу","Закарпатська обласна організація","43715217","Закарпатська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA063223130000002924800018718","0,0","Слуга народу","Закарпатська обласна організація","43715217","Закарпатська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA793223130000026006000044766","137024,61","Слуга народу","Івано-Франківська обласна організація","43669941","Івано-Франківська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA423223130000029243000110944","0,0","Слуга народу","Івано-Франківська обласна організація","43669941","Івано-Франківська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA113223130000026003000045025","493333,1","Слуга народу","Львівська обласна організація","43717963","Львівська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA213223130000000292440001159","0,0","Слуга народу","Львівська обласна організація","43717963","Львівська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA783223130000026004000045143","85853,83","Слуга народу","Тернопільська обласна організація","43723249","Тернопільська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA3532231300000000292460001919","0,0","Слуга народу","Тернопільська обласна організація","43723249","Тернопільська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA763223130000026009000044718","134366,23","Слуга народу","Чернівецька обласна організація","43671311","Чернівецька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA943223130000029244000110750","0,0","Слуга народу","Чернівецька обласна організація","43671311","Чернівецька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA903223130000026003000045155","875394,35","Слуга народу","Київська міська організація","43709004","Київ","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA663223130000026002000044845","19085,12","Слуга народу","Хмельницька обласна організація","43675248","Хмельницька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA373223130000002924200017191","0,0","Слуга народу","Хмельницька обласна організація","43675248","Хмельницька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA263223130000026004000045109","122341,02","Слуга народу","Луганська обласна організація","43721435","Луганська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA203223130000026000000045062","823835,21","Слуга народу","Запорізька обласна організація","43713377","Запорізька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA553223130000026007000044776","2668570,75","Слуга народу","Донецька обласна організація","43682056","Донецька область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA053223130000026001000044813","41097,0","Слуга народу","Миколаївська обласна організація","43681204","Миколаївська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA723223130000026005000045023","894390,35","Слуга народу","Дніпропетровська обласна організація","43721791","Дніпропетровська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA523223130000026009000044956","25383,46","Слуга народу","Херсонська обласна організація","43692731","Херсонська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA483223130000026004000044713","37586,32","Слуга народу","Рівненська обласна організація","43655001","Рівненська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA453223130000029243000210703","0,0","Слуга народу","Рівненська обласна організація","43655001","Рівненська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA903223130000026000000044966","731904,84","Слуга народу","Чернігівська обласна організація","43663117","Чернігівська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA273223130000026006000044926","12303,25","Слуга народу","Волинська обласна організація","43691034","Волиньська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA883223130000002924600018471","0,0","Слуга народу","Волинська обласна організація","43691034","Волиньська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA823223130000026007000044969","548924,13","Слуга народу","Черкаська обласна організація","43705261","Черкаська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA233223130000026002000045037","62478,77","Слуга народу","Київська обласна організація","43696886","Київська область","2020-09-30",3,2020
"ПАТ ""Айбокс банк""","поточний рахунок","UA733223020000026005000000960","708856,25","Слуга народу","Київська обласна організація","43696886","Київська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA643223130000026008000044968","649057,56","Слуга народу","Полтавська обласна організація","43693094","Полтавська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA023223130000002924100018678","0,0","Слуга народу","Полтавська обласна організація","43693094","Полтавська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA053223130000026002000045167","10703,2","Слуга народу","Кіровоградська обласна організація","43722580","Кіровоградська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA783223130000026001000044954","139408,64","Слуга народу","Сумська обласна організація","43678249","Сумська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA973223130000002924700018616","0,0","Слуга народу","Сумська обласна організація","43678249","Сумська область","2020-09-30",3,2020
"АТ ""Укрексімбанк""","поточний рахунок","UA973223130000026007000044602","1208924,64","Слуга народу","Харківська обласна організація","43660231","Харківська область","2020-09-30",3,2020
