Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"ПАТ КБ""ПРИВАТБАНК""",Поточний рахунок,UA543266100000026001053219711,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-03-31,1,2022
"ПАТ КБ""ПРИВАТБАНК""",Поточний рахунок,UA473052990000026009021701638,17926.08,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-03-31,1,2022
"ПАТ КБ""ПРИВАТБАНК""",Соціальний,UA763052990000026046021701022,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2022-03-31,1,2022
"АТ ""УКРЕКСІМБАНК""",Поточний рахунок,UA473223130000026008000043431,1755.78,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАКАРПАТСЬКА ТЕРИТОРІАЛЬНА організація,39950317,Закарпатська обл.,2022-03-31,1,2022
"АБ""Південний""",Поточний рахунок,UA103282090000026006000012415,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХМЕЛЬНИЦЬКА ТЕРИТОРІАЛЬНА організація,39545645,Хмельницька обл.,2022-03-31,1,2022
"АБ""Південний""",Поточний рахунок,UA553282090000026047000002354,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ХМЕЛЬНИЦЬКА ТЕРИТОРІАЛЬНА організація,39545645,Хмельницька обл.,2022-03-31,1,2022
"АТ ""МІБ""",Поточний рахунок,UA883805820000026003010318161,9975.66,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-03-31,1,2022
"АТ ""МІБ""",Поточний рахунок,UA283805820000026004020318161,173550.92,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-03-31,1,2022
"АТ ""МІБ""",Рахунок для соц. виплат,UA483805820000026047010318161,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-03-31,1,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA463052990000026006000700288,4273.40,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-03-31,1,2022
"АТ КБ ""ПРИВАТБАНК""",Рахунок ФСС,UA913052990000026049040701301,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-03-31,1,2022
"АТ КБ ""ПРИВАТБАНК""",Рахунок ФСС,UA113052990000026046000700237,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2022-03-31,1,2022
ПАТ КБ ПРИВАТБАНК,Поточний рахунок,UA663052990000026003026212388,46172.15,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Харківська територіальна організація,39740347,Харківська обл.,2022-03-31,1,2022
ПАТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA483052990000026043046207708,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Харківська територіальна організація,39740347,Харківська обл.,2022-03-31,1,2022
"ПАТ""МІБ""",Поточний рахунок,UA503805820000026000010325931,85708.74,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2022-03-31,1,2022
"ПАТ""МІБ""",соц виплати,UA103805820000026044010325931,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2022-03-31,1,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA423052990000026006005100474,4848.93,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КІРОВОГРАДСЬКА ТЕРИТОРІАЛЬНА організація,39697790,Кіровоградська обл.,2022-03-31,1,2022
"АТ КБ ""ПРИВАТБАНК""",Вкладний (депозитний) рахунок,UA813052990000026109045100137,90000.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КІРОВОГРАДСЬКА ТЕРИТОРІАЛЬНА організація,39697790,Кіровоградська обл.,2022-03-31,1,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA943052990000026003026808822,8033.05,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-03-31,1,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA763052990000026045006800013,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-03-31,1,2022
АТ МІБ,Поточний рахунок,UA093805820000026009010329273,902240.83,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-03-31,1,2022
"Головне управління по місту Києву та Київській області АТ ""Ощадбанк""",Поточний рахунок,UA273226690000026006300913474,12835.22,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2022-03-31,1,2022
"Головне управління по місту Києву та Київській області АТ ""Ощадбанк""",Рахунок для соціальних виплат,UA493226690000026040300913474,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2022-03-31,1,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA573052990000026003011602895,16278.97,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2022-03-31,1,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA393052990000026041041601408,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA203805820000026004010329245,941.99,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-03-31,1,2022
 АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Поточний рахунок,UA493052990000026002050282114,14.68,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-03-31,1,2022
 АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Рахунок для соціальних виплат,UA103052990000026044050222897,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-03-31,1,2022
" АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК""",Поточний рахунок,UA063348510000000026002106070,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2022-03-31,1,2022
"АТ ""Міжнародний інвестиційний банк""",Поточний рахунок,UA243805820000026004010318212,167.36,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА організація,39702118,Львівська обл.,2022-03-31,1,2022
"АТ ""Міжнародний інвестиційний банк""",Соціальний рахунок,UA813805820000026048010318212,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА організація,39702118,Львівська обл.,2022-03-31,1,2022
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'',Поточний рахунок,UA153204780000000026001266565,861.69,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2022-03-31,1,2022
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'',Рахунок для соціальних виплат,UA803204780000026043924920021,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2022-03-31,1,2022
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA133052990000026005050304679,882.56,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОВСЬКА МІСЬКА організація,41146881,Дніпропетровська обл.,2022-03-31,1,2022
АТ КБ «ПРИВАТБАНК»,Соціальний,UA493052990000026044050219770,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОВСЬКА МІСЬКА організація,41146881,Дніпропетровська обл.,2022-03-31,1,2022
АТ Укрексімбанк,спец рахунок фсс твп,UA533223130000026045000008600,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-03-31,1,2022
АТ Укрексімбанк,Поточний рахунок,UA523223130000026008000005026,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-03-31,1,2022
АБ Укргазбанк,Поточний рахунок,UA713204780000026004924902691,13159.45,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2022-03-31,1,2022
"ПАТ ""Банк Восток""",Поточний рахунок,UA933071230000026003010325274,534.42,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ОДЕСЬКА ТЕРИТОРІАЛЬНА організація,39607381,Одеська обл.,2022-03-31,1,2022
"ПАТ ""Банк Восток""",Рахунок для соціальних виплат,UA533071230000026047010325274,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ОДЕСЬКА ТЕРИТОРІАЛЬНА організація,39607381,Одеська обл.,2022-03-31,1,2022
Тернопільська філія АТ КБ Приватбанк,Поточний рахунок,UA273387830000026009055114295,10614.31,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-03-31,1,2022
Тернопільська філія АТ КБ Приватбанк,рахунок для соціальних виплат,UA113387830000026041055102340,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для отримання коштів з державного бюджету на фінансування статутної діяльності,UA393805820000026007030316815,29577397.90,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Рахунок для соціальних виплат,UA223805820000026049010316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""","Рахунок для відшкодування витрат пов""язаних з фінансуванням передвиборчої агітації",UA763805820000026008040316815,9594628.97,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA023805820000026006020316815,1659726.13,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Депозитний рахунок,UA973805820000026103280316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-03-31,1,2022
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Депозитний рахунок,UA373805820000026104290316815,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Центральний офіс,21715714,Україна,2022-03-31,1,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA853375460000026009055016910,2280.60,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Рахунок для соцiальних виплат,UA353375460000026042055006794,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA423052990000026006005100474,9624.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КІРОВОГРАДСЬКА ТЕРИТОРІАЛЬНА організація,39697790,Кіровоградська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Вкладний (депозитний) рахунок,UA813052990000026109045100137,90000.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КІРОВОГРАДСЬКА ТЕРИТОРІАЛЬНА організація,39697790,Кіровоградська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA623052990000026004006302109,1917.47,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,39742680,Чернігівська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA323052990000026046006301124,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,39742680,Чернігівська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA663052990000026003026212388,48739.64,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Харківська територіальна організація,39740347,Харківська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Рахкнок для соціальних виплат,UA483052990000026043046207708,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Харківська територіальна організація,39740347,Харківська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Поточний рахунок,UA973052990000026001016223129,2608.51,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Рахунок для соціальних виплат,UA873052990000026040006206054,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-12-31,4,2022
АБ Укргазбанк,Поточний рахунок,UA693204780000026045903291382,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-12-31,4,2022
АБ Укргазбанк,Рахунок для соціальних виплат,UA963204780000000026000279199,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА ТЕРИТОРІАЛЬНА організація,26090791,Полтавська обл.,2022-12-31,4,2022
АБ ПРИВАТБАНК,Поточний рахунок,UA063052990000026001001203347,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Кременчуцька міська організація,39957532,Полтавська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA943052990000026003026808822,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA763052990000026045006800013,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-12-31,4,2022
АТ МІБ,Поточний рахунок,UA093805820000026009010329273,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Територіальна організація в місті Києві,39154804,м.Київ,2022-12-31,4,2022
АБ УКРГАЗБАНК,Поточний рахунок,UA313204780000026000212002144,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ПОЛТАВСЬКА МІСЬКА організація,39962153,Полтавська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Поточний рахунок,UA583047950000026009053718941,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛУГАНСЬКА ТЕРИТОРІАЛЬНА організація,39825996,Луганська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Рахунок для соціальних виплат,UA173047950000026043053705040,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛУГАНСЬКА ТЕРИТОРІАЛЬНА організація,39825996,Луганська обл.,2022-12-31,4,2022
"ПАТ""МІБ""",Поточний рахунок,UA503805820000026000010325931,85356.24,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2022-12-31,4,2022
"ПАТ""МІБ""",соц виплати,UA103805820000026044010325931,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2022-12-31,4,2022
"ПАТ АБ ""Укргазбанк""",Поточний рахунок,UA133204780000026003924420903,165.53,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Івано-Франківська територіальна організація,39655372,Івано-Франківська обл.,2022-12-31,4,2022
"ПАТ АБ ""Укргазбанк""",ФСС з ТВП,UA693204780000026042903290223,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Івано-Франківська територіальна організація,39655372,Івано-Франківська обл.,2022-12-31,4,2022
"АТ ""Міжнародний інвестиційний банк""",Поточний рахунок,UA243805820000026004010318212,306.35,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА організація,39702118,Львівська обл.,2022-12-31,4,2022
"АТ ""Міжнародний інвестиційний банк""",Соціальний рахунок,UA813805820000026048010318212,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЛЬВІВСЬКА ТЕРИТОРІАЛЬНА організація,39702118,Львівська обл.,2022-12-31,4,2022
"АТ КБ ""Приватбанк"" Відділення ""Тернопільське №6""",Поточний рахунок,UA313052990000026008013307580,79.54,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-12-31,4,2022
"АТ КБ ""Приватбанк"" Відділення ""Тернопільське №6""",Рахунок для соціальних виплат,UA223052990000026047013302342,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2022-12-31,4,2022
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'',Поточний рахунок,UA153204780000000026001266565,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2022-12-31,4,2022
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'',Рахунок для соціальних виплат,UA803204780000026043924920021,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2022-12-31,4,2022
Державний ощадний банк України ПАТ ФІЛІЯ Житомирське ОУ ТБВ № 10005/066,Поточний рахунок,UA133116470000026000300890814,17291.52,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЖИТОМИРСЬКА ТЕРИТОРІАЛЬНА організація,39682762,Житомирська обл.,2022-12-31,4,2022
Державний ощадний банк України ПАТ ФІЛІЯ Житомирське ОУ ТБВ № 10005/066,Для соціальних виплат,UA703116470000026044300890814,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЖИТОМИРСЬКА ТЕРИТОРІАЛЬНА організація,39682762,Житомирська обл.,2022-12-31,4,2022
"ПАТ ""Банк Восток""",Поточний рахунок,UA933071230000026003010325274,8.39,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ОДЕСЬКА ТЕРИТОРІАЛЬНА організація,39607381,Одеська обл.,2022-12-31,4,2022
"ПАТ ""Банк Восток""",Рахунок для соціальних виплат,UA533071230000026047010325274,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ОДЕСЬКА ТЕРИТОРІАЛЬНА організація,39607381,Одеська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA573052990000026003011602895,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA393052990000026041041601408,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2022-12-31,4,2022
"АТ ""МІБ""",Поточний рахунок,"UA883805820000026003010318
161",3990.12,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-12-31,4,2022
"АТ ""МІБ""",Поточний рахунок,UA283805820000026004020318161,13946.52,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2022-12-31,4,2022
