Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
невідомо,поточний рахунок,2111284,0,"Всеукраїнське об'єднання ""Батьківщина""",Вінницька районна організація,25962119,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111285,0,"Всеукраїнське об'єднання ""Батьківщина""",Гайсинська районна організація,25962256,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111286,0,"Всеукраїнське об'єднання ""Батьківщина""",Жмеринська районна організація,25512623,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111287,0,"Всеукраїнське об'єднання ""Батьківщина""",Замостянська районна організація,25962094,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111288,0,"Всеукраїнське об'єднання ""Батьківщина""",Іллінецька районна організація,26142097,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111289,0,"Всеукраїнське об'єднання ""Батьківщина""",Калинівська районна організація,25512304,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111290,0,"Всеукраїнське об'єднання ""Батьківщина""",Козятинська районна організація,25962243,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111291,0,"Всеукраїнське об'єднання ""Батьківщина""",Крижопільська районна організація,25962148,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111292,0,"Всеукраїнське об'єднання ""Батьківщина""",Липовецька районна організація,25962384,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111293,0,"Всеукраїнське об'єднання ""Батьківщина""",Літинська районна організація,25845810,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111359,0,"Всеукраїнське об'єднання ""Батьківщина""",Могилів-Подільська районна організація,35711789,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111294,0,"Всеукраїнське об'єднання ""Батьківщина""",Мурованокуриловецька районна організація,25962160,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111295,0,"Всеукраїнське об'єднання ""Батьківщина""",Немирівська районна організація,25962177,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111370,0,"Всеукраїнське об'єднання ""Батьківщина""",Оратівська районна організація,36684877,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111296,0,"Всеукраїнське об'єднання ""Батьківщина""",Піщанська районна організація,25962191,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111376,0,"Всеукраїнське об'єднання ""Батьківщина""",Погребищенська районна організація,36244203,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111297,0,"Всеукраїнське об'єднання ""Батьківщина""",Правобережна районна організація,25962088,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111298,0,"Всеукраїнське об'єднання ""Батьківщина""",Староміська районна організація,25918667,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111299,0,"Всеукраїнське об'єднання ""Батьківщина""",Теплицька районна організація,25962214,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111300,0,"Всеукраїнське об'єднання ""Батьківщина""",Тиврівська районна організація,25962220,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111301,0,"Всеукраїнське об'єднання ""Батьківщина""",Томашпільська районна організація,25962266,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111302,0,"Всеукраїнське об'єднання ""Батьківщина""",Тростянецька районна організація,25962237,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111303,0,"Всеукраїнське об'єднання ""Батьківщина""",Тульчинська районна організація,25962131,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111304,0,"Всеукраїнське об'єднання ""Батьківщина""",Хмільницька районна організація,36575263,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111403,0,"Всеукраїнське об'єднання ""Батьківщина""",Чернівецька районна організація,36834065,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111305,0,"Всеукраїнське об'єднання ""Батьківщина""",Чечельницька районна організація,25888357,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111306,0,"Всеукраїнське об'єднання ""Батьківщина""",Ямпільська районна організація,26076087,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,26008055332654,0,"Всеукраїнське об'єднання ""Батьківщина""",Шаргородська районна організація,25962125,Вінницька область,2018-03-31,1,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26005000001595,"58,09","Всеукраїнське об'єднання ""Батьківщина""",Волинська обласна організація,25787544,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111271,0,"Всеукраїнське об'єднання ""Батьківщина""",Володимир-Волинська міська організація,25910016,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111474,0,"Всеукраїнське об'єднання ""Батьківщина""",Володимир-Волинська районна організація,25910045,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111272,0,"Всеукраїнське об'єднання ""Батьківщина""",Горохівська районна організація,25910068,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111273,0,"Всеукраїнське об'єднання ""Батьківщина""",Іваничівська районна організація,25910051,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211115,0,"Всеукраїнське об'єднання ""Батьківщина""",Камінь-Каширська районна організація,25910074,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211116,0,"Всеукраїнське об'єднання ""Батьківщина""",Ківерцівська районна організація,25910080,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055510716,"304,55","Всеукраїнське об'єднання ""Батьківщина""",Ковельська міська організація,25910039,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055506469,"154,71","Всеукраїнське об'єднання ""Батьківщина""",Ковельська районна організація,25910097,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211118,0,"Всеукраїнське об'єднання ""Батьківщина""",Локачинська районна організація,25909941,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055517909,"230,92","Всеукраїнське об'єднання ""Батьківщина""",Луцька міська організація,25910022,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055519865,"12,93","Всеукраїнське об'єднання ""Батьківщина""",Луцька районна організація,25910105,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111274,0,"Всеукраїнське об'єднання ""Батьківщина""",Любешівська районна організація,36716987,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211120,0,"Всеукраїнське об'єднання ""Батьківщина""",Любомльська районна організація,25909958,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211121,0,"Всеукраїнське об'єднання ""Батьківщина""",Маневицька районна організація,25909964,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111275,0,"Всеукраїнське об'єднання ""Батьківщина""",Нововолинська міська організація,25788221,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211124,0,"Всеукраїнське об'єднання ""Батьківщина""",Ратнівська районна організація,25816276,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055512381,"532,28","Всеукраїнське об'єднання ""Батьківщина""",Рожищенська районна організація,25909970,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211125,0,"Всеукраїнське об'єднання ""Батьківщина""",Старовижівська районна організація,25909987,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211126,0,"Всеукраїнське об'єднання ""Батьківщина""",Турійська районна організація,25909993,Волинська область,2018-03-31,1,2018,
невідомо,поточний рахунок,211127,0,"Всеукраїнське об'єднання ""Батьківщина""",Шацька районна організація,25910000,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053511517,0,"Всеукраїнське об'єднання ""Батьківщина""",Криворізька районна організація,33453643,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111330,0,"Всеукраїнське об'єднання ""Батьківщина""",Павлоградська районна організація,26050587,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000050300991,0,"Всеукраїнське об'єднання ""Батьківщина""",Томаківська районна організація,25927078,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053525144,0,"Всеукраїнське об'єднання ""Батьківщина""",Апостолівська районна організація,25839264,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111252,0,"Всеукраїнське об'єднання ""Батьківщина""",Васильківська районна організація,25927063,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050293540,"16,74","Всеукраїнське об'єднання ""Батьківщина""",Верхньодніпровська районна організація,25947108,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004050331212,0,"Всеукраїнське об'єднання ""Батьківщина""",Верхньодніпровська районна організація,25947108,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044050214537,0,"Всеукраїнське об'єднання ""Батьківщина""",Верхньодніпровська районна організація,25947108,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26055050227096,0,"Всеукраїнське об'єднання ""Батьківщина""",Верхньодніпровська районна організація,25947108,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001050305768,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська районна організація,25914066,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111255,0,"Всеукраїнське об'єднання ""Батьківщина""",Петропавлівська районна організація,25914089,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111334,0,"Всеукраїнське об'єднання ""Батьківщина""",Криничанська районна організація,25841462,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004050298559,0,"Всеукраїнське об'єднання ""Батьківщина""",Магдалинівська районна організація,25927057,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050262935,"214,87","Всеукраїнське об'єднання ""Батьківщина""",Нікопольська районна організація,25841717,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,20685050326772,0,"Всеукраїнське об'єднання ""Батьківщина""",Нікопольська районна організація,25841717,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,20688050314695,0,"Всеукраїнське об'єднання ""Батьківщина""",Нікопольська районна організація,25841717,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,35700050244489,0,"Всеукраїнське об'єднання ""Батьківщина""",Нікопольська районна організація,25841717,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050267479,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська районна організація,26051168,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004050280987,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська районна організація,26051168,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26048050219260,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська районна організація,26051168,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26054050237667,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська районна організація,26051168,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26081000739906,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська районна організація,26051168,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111257,0,"Всеукраїнське об'єднання ""Батьківщина""",П'ятихатська районна організація,25819103,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050281483,"153,57","Всеукраїнське об'єднання ""Батьківщина""",Петриківська районна організація,25914072,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050293118,0,"Всеукраїнське об'єднання ""Батьківщина""",Юр'ївська районна організація,25841427,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111256,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська районна організація,25841746,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050275029,0,"Всеукраїнське об'єднання ""Батьківщина""",Синельниківська районна організація,25914057,Дніпропетровська область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26004300633436,0,"Всеукраїнське об'єднання ""Батьківщина""",Солонянська районна організація,33811574,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002053518596,0,"Всеукраїнське об'єднання ""Батьківщина""",Софіївська районна організація,25947083,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053516422,0,"Всеукраїнське об'єднання ""Батьківщина""",Софіївська районна організація,25947083,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26080000822923,0,"Всеукраїнське об'єднання ""Батьківщина""",Софіївська районна організація,25947083,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000050269195,0,"Всеукраїнське об'єднання ""Батьківщина""",Царичанська районна організація,25841670,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053512505,0,"Всеукраїнське об'єднання ""Батьківщина""",Широківська районна організація,25841410,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053053507329,0,"Всеукраїнське об'єднання ""Батьківщина""",Широківська районна організація,25841410,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050272690,0,"Всеукраїнське об'єднання ""Батьківщина""",Соборна районна організація,25841396,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009050011474,0,"Всеукраїнське об'єднання ""Батьківщина""",Новокодацька районна організація,25841440,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005050279016,216,"Всеукраїнське об'єднання ""Батьківщина""",Індустріальна районна організація,25841686,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050267720,0,"Всеукраїнське об'єднання ""Батьківщина""",Центральна районна організація,25841404,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053050237196,0,"Всеукраїнське об'єднання ""Батьківщина""",Центральна районна організація,25841404,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003050276969,134,"Всеукраїнське об'єднання ""Батьківщина""",Самарська районна організація,25841456,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26054050235465,0,"Всеукраїнське об'єднання ""Батьківщина""",Самарська районна організація,25841456,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003050277452,0,"Всеукраїнське об'єднання ""Батьківщина""",Чечелівська районна організація,25841433,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26055050234829,0,"Всеукраїнське об'єднання ""Батьківщина""",Чечелівська районна організація,25841433,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050261196,0,"Всеукраїнське об'єднання ""Батьківщина""",Шевченківська районна організація,25841386,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26054050238826,0,"Всеукраїнське об'єднання ""Батьківщина""",Шевченківська районна організація,25841386,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003050016077,0,"Всеукраїнське об'єднання ""Батьківщина""",Амур-Нижньодніпровська районна організація,25841373,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050274753,447,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська міська організація,25841338,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26058050234150,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська міська організація,25841338,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,20682050313001,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська міська організація,25841338,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,20681050318375,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська міська організація,25841338,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,35700050268755,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська міська організація,25841338,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003050273177,0,"Всеукраїнське об'єднання ""Батьківщина""",Південна районна організація,25956774,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009050272707,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпровська районна організація,26051242,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003050336241,0,"Всеукраїнське об'єднання ""Батьківщина""",Кам’янська міська організація,25841723,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050269013,0,"Всеукраїнське об'єднання ""Батьківщина""",Заводська районна організація,25956805,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053514892,0,"Всеукраїнське об'єднання ""Батьківщина""",Центрально-Міська районна організація,25840758,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053514525,0,"Всеукраїнське об'єднання ""Батьківщина""",Саксаганська районна організація,25956780,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053515374,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська районна організація,33759750,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053512250,0,"Всеукраїнське об'єднання ""Батьківщина""",Металургійна районна організація,25841226,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053519096,"301,97","Всеукраїнське об'єднання ""Батьківщина""",Криворізька міська організація,25840741,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053514171,0,"Всеукраїнське об'єднання ""Батьківщина""",Інгулецька районна організація,26051259,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053520115,0,"Всеукраїнське об'єднання ""Батьківщина""",Довгинцівська районна організація,25841232,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053515182,0,"Всеукраїнське об'єднання ""Батьківщина""",Тернівська районна організація,25840764,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050277920,0,"Всеукраїнське об'єднання ""Батьківщина""",Нікопольська міська організація,25841367,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050277361,"41,65","Всеукраїнське об'єднання ""Батьківщина""",Марганецька міська організація,25841350,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050268468,0,"Всеукраїнське об'єднання ""Батьківщина""",Вільногірська міська організація,25841321,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111254,0,"Всеукраїнське об'єднання ""Батьківщина""",П'ятихатська міська організація,34894253,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001050273533,0,"Всеукраїнське об'єднання ""Батьківщина""",Жовтоводська міська організація,25841344,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006050271961,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомосковська міська організація,25841700,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050318275,0,"Всеукраїнське об'єднання ""Батьківщина""",Синельниківська міська організація,25927092,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002050274326,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська міська організація,25841692,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26040050209977,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська міська організація,25841692,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26055050232735,0,"Всеукраїнське об'єднання ""Батьківщина""",Покровська міська організація,25841692,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004050322210,0,"Всеукраїнське об'єднання ""Батьківщина""",Першотравенська міська організація,34357170,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26055050245012,0,"Всеукраїнське об'єднання ""Батьківщина""",Першотравенська міська організація,34357170,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26042050209403,0,"Всеукраїнське об'єднання ""Батьківщина""",Першотравенська міська організація,34357170,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007050256480,0,"Всеукраїнське об'єднання ""Батьківщина""",Павлоградська міська організація,25914043,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009050272600,0,"Всеукраїнське об'єднання ""Батьківщина""",Тернівська міська організація,25947095,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ ""ВТБ Банк""",поточний рахунок,26007010037108,0,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська обласна організація,25788756,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005054005253,92,"Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053054005238,"0,46","Всеукраїнське об'єднання ""Батьківщина""",Донецька обласна організація,26502259,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111414,0,"Всеукраїнське об'єднання ""Батьківщина""",Димитровська міська організація,25894122,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111413,0,"Всеукраїнське об'єднання ""Батьківщина""",Волноваська районна організація,25928105,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111409,0,"Всеукраїнське об'єднання ""Батьківщина""",Артемівська міська організація,25894197,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111415,0,"Всеукраїнське об'єднання ""Батьківщина""",Дружківська міська організація,25807614,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111349,0,"Всеукраїнське об'єднання ""Батьківщина""",Краматорська міська організація,25893826,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111416,0,"Всеукраїнське об'єднання ""Батьківщина""",Костянтинівська районна організація,25928236,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111412,0,"Всеукраїнське об'єднання ""Батьківщина""",Іллічівська районна організація,30997306,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111417,0,"Всеукраїнське об'єднання ""Батьківщина""",Красноармійська міська організація,25894180,Донецька область,2018-03-31,1,2018,
