Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055509934,"4176,77","Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419122,0,"Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26108055501955,"53633,07","Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2018-03-31,1,2018,депозитний
"АБ ""Укргазбанк""",поточний рахунок,26003288682,"735,5","Обʼєднання ""Самопоміч""",Гайсинська районна організація,39927487,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111119,0,"Обʼєднання ""Самопоміч""",Глухівська міська організація,39957768,Сумська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008054625201,0,"Обʼєднання ""Самопоміч""",Горішньоплавнівська міська організація,39957113,Полтавська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26003924419196,"2775,75","Обʼєднання ""Самопоміч""",Дніпровська міська організація,39959985,Дніпропетровська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26001924419381,"7478,35","Обʼєднання ""Самопоміч""",Дніпропетровська обласна організація,39957684,Дніпропетровська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26006924419115,0,"Обʼєднання ""Самопоміч""",Житомирська міська організація,39847464,Житомирська область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26001300961388,0,"Обʼєднання ""Самопоміч""",Житомирська міська організація,39847464,Житомирська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26009924419048,0,"Обʼєднання ""Самопоміч""",Житомирська обласна організація,39964204,Житомирська область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26007300964334,"567,95","Обʼєднання ""Самопоміч""",Житомирська обласна організація,39964204,Житомирська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26426055300611,0,"Обʼєднання ""Самопоміч""",Жмеринська міська організація,39956958,Вінницька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26426055300581,0,"Обʼєднання ""Самопоміч""",Жмеринська міська організація,39956958,Вінницька область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26006924419290,0,"Обʼєднання ""Самопоміч""",Закарпатська обласна організація,39966276,Закарпатська область,2018-03-31,1,2018,
"ПАТ ""Банк кредит Дніпро""",поточний рахунок,2600531005901,0,"Обʼєднання ""Самопоміч""",Запорізька міська організація,39924890,Запорізька область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26008924419362,0,"Обʼєднання ""Самопоміч""",Запорізька міська організація,39924890,Запорізька область,2018-03-31,1,2018,
"ПАТ ""Банк кредит Дніпро""",поточний рахунок,2600631005801,0,"Обʼєднання ""Самопоміч""",Запорізька обласна організація,39961879,Запорізька область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419371,0,"Обʼєднання ""Самопоміч""",Запорізька обласна організація,39961879,Запорізька область,2018-03-31,1,2018,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,260014952247,0,"Обʼєднання ""Самопоміч""",Здолбунівська районна організація,39959524,Рівненська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111111,0,"Обʼєднання ""Самопоміч""",Золочівська районна організація,39960849,Львівська область,2018-03-31,1,2018,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26000492575,0,"Обʼєднання ""Самопоміч""",Івано-Франківська обласна організація,39927768,Івано-Франківська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924418985,0,"Обʼєднання ""Самопоміч""",Івано-Франківська обласна організація,39927768,Івано-Франківська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050255435,"6,69","Обʼєднання ""Самопоміч""",Камʼянська міська організація,39942966,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004052203832,0,"Обʼєднання ""Самопоміч""",Каховська міська організація,39921904,Херсонська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26004924419292,0,"Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005056218695,"82865,54","Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26048056202828,0,"Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2018-03-31,1,2018,соцстрах
"АБ ""Укргазбанк""",поточний рахунок,26007924419329,"27035,45","Обʼєднання ""Самопоміч""",Київська обласна організація,39922721,Київська область,2018-03-31,1,2018,
"АТ ""Укрсиббанк""",поточний рахунок,29032000008300,"269,84","Обʼєднання ""Самопоміч""",Кіровоградська обласна організація,39934913,Кіровоградська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26007924420170,0,"Обʼєднання ""Самопоміч""",Кіровоградська обласна організація,39934913,Кіровоградська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055322365,81,"Обʼєднання ""Самопоміч""",Козятинська міська організація,39921836,Вінницька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052516971,0,"Обʼєднання ""Самопоміч""",Коломийська міська організація,39934583,Івано-Франківська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055021669,0,"Обʼєднання ""Самопоміч""",Конотопська міська організація,39922934,Сумська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055017701,"120,3","Обʼєднання ""Самопоміч""",Конотопська районна організація,39959000,Сумська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26429053600104,0,"Обʼєднання ""Самопоміч""",Краматорська міська організація,39992303,Донецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111120,0,"Обʼєднання ""Самопоміч""",Красноармійська міська організація,39965475,Донецька область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600720237,0,"Обʼєднання ""Самопоміч""",Криворізька міська організація,40300153,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111121,0,"Обʼєднання ""Самопоміч""",Лиманська районна організація,39976356,Одеська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111122,0,"Обʼєднання ""Самопоміч""",Лисичанська міська організація,39929840,Луганська область,2018-03-31,1,2018,
"АТ ""Укрсиббанк""",поточний рахунок,2903300003100,"1828,69","Обʼєднання ""Самопоміч""",Львівська міська організація,39378876,Львівська область,2018-03-31,1,2018,
"АТ ""Укрсиббанк""",поточний рахунок,2600584453600,"35773,43","Обʼєднання ""Самопоміч""",Львівська обласна організація,38582948,Львівська область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26003300503147,"15,42","Обʼєднання ""Самопоміч""",Марганецька міська організація,39955179,Дніпропетровська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111123,0,"Обʼєднання ""Самопоміч""",Маріупольська міська організація,39955577,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055723683,2903,"Обʼєднання ""Самопоміч""",Мелітопольська міська організація,39964031,Запорізька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053222865,"14,46","Обʼєднання ""Самопоміч""",Миколаївська міська організація,39925432,Миколаївська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419520,0,"Обʼєднання ""Самопоміч""",Миколаївська міська організація,39925432,Миколаївська область,2018-03-31,1,2018,
"ПАТ ""Банк Восток""",поточний рахунок,26007010353673,"1927,58","Обʼєднання ""Самопоміч""",Одеська міська організація,39923299,Одеська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054334237,56,"Обʼєднання ""Самопоміч""",Одеська обласна організація,40565738,Одеська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26001924419217,0,"Обʼєднання ""Самопоміч""",Одеська обласна організація,40565738,Одеська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111115,0,"Обʼєднання ""Самопоміч""",Олевська районна організація,39963719,Житомирська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050251729,"82,32","Обʼєднання ""Самопоміч""",Павлоградська міська організація,39953496,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26005011698005,"0,15","Обʼєднання ""Самопоміч""",Полтавська міська організація,39959676,Полтавська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419218,0,"Обʼєднання ""Самопоміч""",Полтавська міська організація,39959676,Полтавська область,2018-03-31,1,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011697884,"11,33","Обʼєднання ""Самопоміч""",Полтавська обласна організація,39995908,Полтавська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26002924419216,0,"Обʼєднання ""Самопоміч""",Полтавська обласна організація,39995908,Полтавська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111116,0,"Обʼєднання ""Самопоміч""",Радомишльська районна організація,39942730,Житомирська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001054714034,"380,88","Обʼєднання ""Самопоміч""",Рівненська міська організація,39930531,Рівненська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26005924419194,0,"Обʼєднання ""Самопоміч""",Рівненська міська організація,39930531,Рівненська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000054717805,"62,25","Обʼєднання ""Самопоміч""",Рівненська районна організація,39962689,Рівненська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053718053,0,"Обʼєднання ""Самопоміч""",Сєвєродонецька міська організація,39957375,Луганська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053615423,"3734,61","Обʼєднання ""Самопоміч""",Словʼянська міська організація,39935110,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053717028,15,"Обʼєднання ""Самопоміч""",Старобільська районна організація,39966070,Луганська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26003924419293,0,"Обʼєднання ""Самопоміч""",Сумська міська організація,39915822,Сумська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001055118006,"3021,82","Обʼєднання ""Самопоміч""",Тернопільська обласна організація,39915272,Тернопільська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26007924419051,0,"Обʼєднання ""Самопоміч""",Тернопільська обласна організація,39915272,Тернопільська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26009288727980,"1074,98","Обʼєднання ""Самопоміч""",Тиврівська районна організація,39916648,Вінницька область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924429297,0,"Обʼєднання ""Самопоміч""",Тростянецька районна організація,39919738,Вінницька область,2018-03-31,1,2018,
"АТ ""Укрсиббанк""",поточний рахунок,26000573196600,"13,97","Обʼєднання ""Самопоміч""",Харківська міська організація,39916469,Харківська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419412,0,"Обʼєднання ""Самопоміч""",Харківська міська організація,39916469,Харківська область,2018-03-31,1,2018,
"АТ ""Укрсиббанк""",поточний рахунок,26001573246300,"44,35","Обʼєднання ""Самопоміч""",Харківська обласна організація,39916302,Харківська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26001924419411,0,"Обʼєднання ""Самопоміч""",Харківська обласна організація,39916302,Харківська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009052203116,"13092,64","Обʼєднання ""Самопоміч""",Херсонська міська організація,39871995,Херсонська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052202717,0,"Обʼєднання ""Самопоміч""",Херсонська обласна організація,39970140,Херсонська область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26005924419116,0,"Обʼєднання ""Самопоміч""",Хмельницька обласна організація,39935131,Хмельницька область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26009924425195,0,"Обʼєднання ""Самопоміч""",Черкаська обласна організація,39219693,Черкаська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003051502635,"958,17","Обʼєднання ""Самопоміч""",Чернівецька міська організація,39914787,Чернівецька область,2018-03-31,1,2018,
"АБ ""Укргазбанк""",поточний рахунок,26008924419704,0,"Обʼєднання ""Самопоміч""",Чернівецька міська організація,39914787,Чернівецька область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111112,0,"Обʼєднання ""Самопоміч""",Чорноморська міська організація,39901060,Одеська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055326037,0,"Обʼєднання ""Самопоміч""",Шаргородська районна організація,39956717,Вінницька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055024257,0,"Обʼєднання ""Самопоміч""",Шосткинська міська організація,39959461,Сумська область,2018-03-31,1,2018,
невідомо,поточний рахунок,3111113,0,"Обʼєднання ""Самопоміч""",Андрушівська районна організація,39932916,Житомирська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003055805103,0,"Обʼєднання ""Самопоміч""",Баранівська районна організація,39915995,Житомирська область,2018-06-30,2,2018,
"АТ ""Ощадбанк""",поточний рахунок,26000171311565,"83,89","Обʼєднання ""Самопоміч""",Барська районна організація,39919455,Вінницька область,2018-06-30,2,2018,
"АТ ""Ощадбанк""",поточний рахунок,26008301906419,0,"Обʼєднання ""Самопоміч""",Бердичівська міська організація,40012509,Житомирська область,2018-06-30,2,2018,
невідомо,поточний рахунок,311111,0,"Обʼєднання ""Самопоміч""",Бердичівська районна організація,39915010,Житомирська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001055325259,"10929,58","Обʼєднання ""Самопоміч""",Вінницька міська організація,39916686,Вінницька область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26009924419253,0,"Обʼєднання ""Самопоміч""",Вінницька міська організація,39916686,Вінницька область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055327455,"431,54","Обʼєднання ""Самопоміч""",Вінницька обласна організація,39983473,Вінницька область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055509934,"5513,92","Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419122,0,"Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26108055501955,"53633,07","Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2018-06-30,2,2018,депозитний
"АБ ""Укргазбанк""",поточний рахунок,26003288682,"735,5","Обʼєднання ""Самопоміч""",Гайсинська районна організація,39927487,Вінницька область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111119,0,"Обʼєднання ""Самопоміч""",Глухівська міська організація,39957768,Сумська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008054625201,0,"Обʼєднання ""Самопоміч""",Горішньоплавнівська міська організація,39957113,Полтавська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26003924419196,"924,52","Обʼєднання ""Самопоміч""",Дніпровська міська організація,39959985,Дніпропетровська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26001924419381,"7478,35","Обʼєднання ""Самопоміч""",Дніпропетровська обласна організація,39957684,Дніпропетровська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26006924419115,0,"Обʼєднання ""Самопоміч""",Житомирська міська організація,39847464,Житомирська область,2018-06-30,2,2018,
"АТ ""Ощадбанк""",поточний рахунок,26001300961388,0,"Обʼєднання ""Самопоміч""",Житомирська міська організація,39847464,Житомирська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26009924419048,0,"Обʼєднання ""Самопоміч""",Житомирська обласна організація,39964204,Житомирська область,2018-06-30,2,2018,
"АТ ""Ощадбанк""",поточний рахунок,26007300964334,"567,95","Обʼєднання ""Самопоміч""",Житомирська обласна організація,39964204,Житомирська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26426055300611,0,"Обʼєднання ""Самопоміч""",Жмеринська міська організація,39956958,Вінницька область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26006924419290,0,"Обʼєднання ""Самопоміч""",Закарпатська обласна організація,39966276,Закарпатська область,2018-06-30,2,2018,
"ПАТ ""Банк кредит Дніпро""",поточний рахунок,2600531005901,0,"Обʼєднання ""Самопоміч""",Запорізька міська організація,39924890,Запорізька область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26008924419362,0,"Обʼєднання ""Самопоміч""",Запорізька міська організація,39924890,Запорізька область,2018-06-30,2,2018,
"ПАТ ""Банк кредит Дніпро""",поточний рахунок,2600631005801,0,"Обʼєднання ""Самопоміч""",Запорізька обласна організація,39961879,Запорізька область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419371,0,"Обʼєднання ""Самопоміч""",Запорізька обласна організація,39961879,Запорізька область,2018-06-30,2,2018,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,260014952247,0,"Обʼєднання ""Самопоміч""",Здолбунівська районна організація,39959524,Рівненська область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111111,0,"Обʼєднання ""Самопоміч""",Золочівська районна організація,39960849,Львівська область,2018-06-30,2,2018,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26000492575,0,"Обʼєднання ""Самопоміч""",Івано-Франківська обласна організація,39927768,Івано-Франківська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924418985,0,"Обʼєднання ""Самопоміч""",Івано-Франківська обласна організація,39927768,Івано-Франківська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050255435,"6,69","Обʼєднання ""Самопоміч""",Камʼянська міська організація,39942966,Дніпропетровська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004052203832,0,"Обʼєднання ""Самопоміч""",Каховська міська організація,39921904,Херсонська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26004924419292,0,"Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005056218695,"50162,62","Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26048056202828,0,"Обʼєднання ""Самопоміч""",Київська міська організація,39842314,Київ,2018-06-30,2,2018,соцстрах
"АБ ""Укргазбанк""",поточний рахунок,26007924419329,"17381,27","Обʼєднання ""Самопоміч""",Київська обласна організація,39922721,Київська область,2018-06-30,2,2018,
"АТ ""Укрсиббанк""",поточний рахунок,29032000008300,"269,84","Обʼєднання ""Самопоміч""",Кіровоградська обласна організація,39934913,Кіровоградська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26007924420170,0,"Обʼєднання ""Самопоміч""",Кіровоградська обласна організація,39934913,Кіровоградська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006055322365,81,"Обʼєднання ""Самопоміч""",Козятинська міська організація,39921836,Вінницька область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052516971,0,"Обʼєднання ""Самопоміч""",Коломийська міська організація,39934583,Івано-Франківська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055021669,0,"Обʼєднання ""Самопоміч""",Конотопська міська організація,39922934,Сумська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055017701,"120,3","Обʼєднання ""Самопоміч""",Конотопська районна організація,39959000,Сумська область,2018-06-30,2,2018,
невідомо,поточний рахунок,26429053600104,0,"Обʼєднання ""Самопоміч""",Краматорська міська організація,39992303,Донецька область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111120,0,"Обʼєднання ""Самопоміч""",Красноармійська міська організація,39965475,Донецька область,2018-06-30,2,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600720237,0,"Обʼєднання ""Самопоміч""",Криворізька міська організація,40300153,Дніпропетровська область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111121,0,"Обʼєднання ""Самопоміч""",Лиманська районна організація,39976356,Одеська область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111122,0,"Обʼєднання ""Самопоміч""",Лисичанська міська організація,39929840,Луганська область,2018-06-30,2,2018,
"АТ ""Укрсиббанк""",поточний рахунок,2903300003100,"1828,69","Обʼєднання ""Самопоміч""",Львівська міська організація,39378876,Львівська область,2018-06-30,2,2018,
"АТ ""Укрсиббанк""",поточний рахунок,2600584453600,"35773,43","Обʼєднання ""Самопоміч""",Львівська обласна організація,38582948,Львівська область,2018-06-30,2,2018,
"АТ ""Ощадбанк""",поточний рахунок,26003300503147,"15,42","Обʼєднання ""Самопоміч""",Марганецька міська організація,39955179,Дніпропетровська область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111123,0,"Обʼєднання ""Самопоміч""",Маріупольська міська організація,39955577,Донецька область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055723683,2903,"Обʼєднання ""Самопоміч""",Мелітопольська міська організація,39964031,Запорізька область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053222865,"14,46","Обʼєднання ""Самопоміч""",Миколаївська міська організація,39925432,Миколаївська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419520,0,"Обʼєднання ""Самопоміч""",Миколаївська міська організація,39925432,Миколаївська область,2018-06-30,2,2018,
"ПАТ ""Банк Восток""",поточний рахунок,26007010353673,"1867,58","Обʼєднання ""Самопоміч""",Одеська міська організація,39923299,Одеська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054334237,55,"Обʼєднання ""Самопоміч""",Одеська обласна організація,40565738,Одеська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26001924419217,0,"Обʼєднання ""Самопоміч""",Одеська обласна організація,40565738,Одеська область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111115,0,"Обʼєднання ""Самопоміч""",Олевська районна організація,39963719,Житомирська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008050251729,"82,32","Обʼєднання ""Самопоміч""",Павлоградська міська організація,39953496,Дніпропетровська область,2018-06-30,2,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26005011698005,"0,15","Обʼєднання ""Самопоміч""",Полтавська міська організація,39959676,Полтавська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26000924419218,0,"Обʼєднання ""Самопоміч""",Полтавська міська організація,39959676,Полтавська область,2018-06-30,2,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011697884,0,"Обʼєднання ""Самопоміч""",Полтавська обласна організація,39995908,Полтавська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26002924419216,0,"Обʼєднання ""Самопоміч""",Полтавська обласна організація,39995908,Полтавська область,2018-06-30,2,2018,
невідомо,поточний рахунок,3111116,0,"Обʼєднання ""Самопоміч""",Радомишльська районна організація,39942730,Житомирська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001054714034,"380,88","Обʼєднання ""Самопоміч""",Рівненська міська організація,39930531,Рівненська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26005924419194,0,"Обʼєднання ""Самопоміч""",Рівненська міська організація,39930531,Рівненська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000054717805,"62,25","Обʼєднання ""Самопоміч""",Рівненська районна організація,39962689,Рівненська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053718053,0,"Обʼєднання ""Самопоміч""",Сєвєродонецька міська організація,39957375,Луганська область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053615423,"3734,61","Обʼєднання ""Самопоміч""",Словʼянська міська організація,39935110,Донецька область,2018-06-30,2,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053717028,15,"Обʼєднання ""Самопоміч""",Старобільська районна організація,39966070,Луганська область,2018-06-30,2,2018,
"АБ ""Укргазбанк""",поточний рахунок,26003924419293,0,"Обʼєднання ""Самопоміч""",Сумська міська організація,39915822,Сумська область,2018-06-30,2,2018,
