Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Орендна плата за офісне приміщення,31.03.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,30.04.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,31.05.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,30.06.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,31.07.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,31.08.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,30.09.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,31.10.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,30.11.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
Орендна плата за офісне приміщення,31.12.2019,400.01,"АТ ""Укрнадрапромінвест""",24281989,"м. Харків, пр.-т Науки, 22, к. 1",400.01,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,1,2021
оренда приміщення,31.08.2016,303,"АТ ""УКРНАДРАПРОМІНВЕСТ""",24281989,"м. Харків, пр. Науки 22, к. 1",14654,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,4,2021
консультаційні послуги,31.10.2016,900,"ТОВ ""АУДИТОРСЬКА КОМПАНІЯ ""УКРАЇНСЬКА КОНСАЛТИНГОВА ГРУПА""",34427368,"м. Київ, вул. Кутузова 18/7 к. 716",750,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,4,2021
юридичні послуги,02.11.2017,27430,"АО ""НАЦІОНАЛЬНА ПРАВОВА ПАЛАТА""",35083798,"м. Київ, вул. Бажова 9",11168,Юридична особа,СОЦІАЛІСТИЧНА УКРАЇНА,Центральний офіс,33291360,Київ,4,2021
