Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"АБ ""Кліринговий дім""",поточний рахунок,26008010263,"115,04",Опозиційний блок,Київська міська організація,37311846,Київ,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2600313370,0,Опозиційний блок,Миколаївська обласна організація,39751851,Миколаївська область,2016-12-31,5,2016,
"ПАТ ""Банк Восток""",поточний рахунок,26007010349074,"4316,86",Опозиційний блок,Одеська обласна організація,39705145,Одеська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007054626513,197,Опозиційний блок,Полтавська обласна організація,39763762,Полтавська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26009299493,"8175,91",Опозиційний блок,Рівненська обласна організація,39661171,Рівненська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26001300953074,"267,4",Опозиційний блок,Сумська обласна організація,39673391,Сумська область,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2600915358,"5786,52",Опозиційний блок,Херсонська обласна організація,37542218,Херсонська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008052302553,1153,Опозиційний блок,Хмельницька обласна організація,39698166,Хмельницька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26002301144523,"8551,95",Опозиційний блок,Черкаська обласна організація,39880926,Черкаська область,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2600815298,119,Опозиційний блок,Чернівецька обласна організація,39952906,Чернівецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003051415812,"1019,88",Опозиційний блок,Чернігівська обласна організація,37418136,Чернігівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26423051400883,0,Опозиційний блок,Чернігівська обласна організація,37418136,Чернігівська область,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду ТО ПП ""ОБ"" у Носівському р-ні Чернігівської обл."
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26427051400555,0,Опозиційний блок,Чернігівська обласна організація,37418136,Чернігівська область,2016-12-31,5,2016,"поточний рахунок виборчого фонду Т О ПП ""ОБ” у Носівському р-ні Чернігівської обл."
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422051400044,0,Опозиційний блок,Чернігівська обласна організація,37418136,Чернігівська область,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду ТО ПП ""ОБ"" у Сновському р-ні Чернігівської обл."
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26428051400178,0,Опозиційний блок,Чернігівська обласна організація,37418136,Чернігівська область,2016-12-31,5,2016,"поточний рахунок виборчого фонду ТО ПП ""ОБ"" у Сновському р-ні Чернігівської обл."
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26439300053370,"162,1",Опозиційний блок,Чернігівська обласна організація,37418136,Чернігівська область,2016-12-31,5,2016,поточний рахунок виборчого фонду Кандидата на посаду м/голови м.Корюківка Халецького В.В.
"АТ ""Ощадбанк""",поточний рахунок,26001300828840,0,Опозиційний блок,Бахмутська міська організація,39904680,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,2600300828899,"20,95",Опозиційний блок,Бахмутська районна організація,39907559,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26421051800841,0,Опозиційний блок,Бахмутська районна організація,39907559,Донецька область,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду (ТОПП ""Опозиційний блок"" в Бахмут.р-ні Дон.обл.)"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26429053601880,0,Опозиційний блок,Бахмутська районна організація,39907559,Донецька область,2016-12-31,5,2016,"поточний рахунок виборчого фонду (ТОПП ""Опозиційний блок"" в Бахмут.р-ні Дон.обл.)"
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26432500446613,0,Опозиційний блок,Бахмутська районна організація,39907559,Донецька область,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата на посаду міського голови (м.Соледар Пластун Є.Ю.)
"АТ ""Ощадбанк""",поточний рахунок,26009300831787,"1391,5",Опозиційний блок,Великоновосілківська районна організація,39947435,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26000300833751,"7575,2",Опозиційний блок,Волноваська районна організація,39945202,Донецька область,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2600614183,"2442,1",Опозиційний блок,Володарська районна організація,39913123,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004051823384,0,Опозиційний блок,Вугледарська міська організація,39959058,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26001300840022,"3772,23",Опозиційний блок,Добропільська міська організація,39906749,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26009300842743,"685,71",Опозиційний блок,Добропільська районна організація,39921658,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053607917,"100,17",Опозиційний блок,Дружківська міська організація,39901343,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053607086,"245,42",Опозиційний блок,Костянтинівська районна організація,39897510,Донецька область,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата на посаду сільського голови Бондар І.А.
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26434053600575,0,Опозиційний блок,Костянтинівська районна організація,39897510,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053604382,"338,6",Опозиційний блок,Краматорська міська організація,39898949,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26007300828305,"18,97",Опозиційний блок,Краснолиманська міська організація,39912690,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26001300831495,"3291,49",Опозиційний блок,Мар’їнська районна організація,39904009,Донецька область,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2600214189,"4882,9",Опозиційний блок,Маріупольська міська організація,39905107,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006051828075,"4355,45",Опозиційний блок,Мирноградська міська організація,39951441,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26101000163783,0,Опозиційний блок,Мирноградська міська організація,39951441,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053607531,"28,41",Опозиційний блок,Олександрівська районна організація,39908600,Донецька область,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2600115288,"102,2",Опозиційний блок,Першотравнева районна організація,39929882,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26005300845391,"1002,66",Опозиційний блок,Покровська міська організація,39949060,Донецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26000300844988,"1674,8",Опозиційний блок,Покровська районна організація,39926169,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000051830810,"0,25",Опозиційний блок,Селидовська міська організація,39910295,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002053609629,0,Опозиційний блок,Слов’янська міська організація,39902834,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053606382,597,Опозиційний блок,Слов’янська районна організація,39923236,Донецька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26425053600045,0,Опозиційний блок,Слов’янська районна організація,39923236,Донецька область,2016-12-31,5,2016,накопичувальний рахунок виборчого фонду
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26421053600919,0,Опозиційний блок,Слов’янська районна організація,39923236,Донецька область,2016-12-31,5,2016,поточний рахунок виборчого фонду
"АТ ""Кристалбанк""",поточний рахунок,26001001039589,0,Опозиційний блок,Кременчуцька міська організація,39966510,Полтавська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003053219452,0,Опозиційний блок,Новобузька районна організація,39843072,Миколаївська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053226136,1394,Опозиційний блок,Первомайська міська організація,39874273,Миколаївська область,2016-12-31,5,2016,
