Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,Примітки
"ПАТ КБ ""Приватбанк""",поточний рахунок,26107000247257,70000,Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,строковий депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005000691455,"19044,5",Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,поточний депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26107000644708,0,Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,строковий депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26103000275999,0,Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,строковий депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005000870395,0,Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,поточний депозит
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005000968111,0,Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,поточний депозит
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26430052900822,"48,7",Європейська солідарність,Кіровоградська обласна організація,39697790,Кіровоградська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26003300980169,0,Європейська солідарність,Коломийська міська організація,39790251,Івано-Франківська область,2016-12-31,5,2016,
"ПАТ ""Промислово-фінансовий банк""",поточний рахунок,26001424501,0,Європейська солідарність,Кременчуцька міська організація,39957532,Полтавська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053718941,"146,69",Європейська солідарність,Луганська обласна організація,39825996,Луганська область,2016-12-31,5,2016,
"ПАТ ""МІБ""",поточний рахунок,26004010318212,"152231,28",Європейська солідарність,Львівська обласна організація,39702118,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26422302552328,0,Європейська солідарність,Львівська обласна організація,39702118,Львівська область,2016-12-31,5,2016,накопичувальний
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26421303552328,0,Європейська солідарність,Львівська обласна організація,39702118,Львівська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26423301552328,0,Європейська солідарність,Львівська обласна організація,39702118,Львівська область,2016-12-31,5,2016,накопичувальний
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26424300552328,0,Європейська солідарність,Львівська обласна організація,39702118,Львівська область,2016-12-31,5,2016,
"АТ ""Укрексімбанк""",поточний рахунок,26001001018134,"3286,73",Європейська солідарність,Миколаївська обласна організація,26029188,Миколаївська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053219711,"4221,02",Європейська солідарність,Миколаївська обласна організація,26029188,Миколаївська область,2016-12-31,5,2016,
"ПАТ ""Банк Восток""",поточний рахунок,26003010325274,"746,96",Європейська солідарність,Одеська обласна організація,39607381,Одеська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26000279199,0,Європейська солідарність,Полтавська обласна організація,26090791,Полтавська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26000212002144,0,Європейська солідарність,Полтавська міська організація,39962153,Полтавська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054713048,"5756,22",Європейська солідарність,Рівненська обласна організація,39757256,Рівненська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055016910,"407,85",Європейська солідарність,Сумська обласна організація,39587135,Сумська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26009055114295,"46733,39",Європейська солідарність,Тернопільська обласна організація,39614425,Тернопільська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26427300639894,0,Європейська солідарність,Тернопільська обласна організація,39614425,Тернопільська область,2016-12-31,5,2016,
"ПАТ ""Мегабанк""",поточний рахунок,2600912063,"147180,75",Європейська солідарність,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,
"ПАТ ""Мегабанк""",поточний рахунок,2600420063,"3114,42",Європейська солідарність,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,картковий
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26432052201013,0,Європейська солідарність,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26437052200075,0,Європейська солідарність,Харківська обласна організація,39740347,Харківська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26001266059,"66389,39",Європейська солідарність,Херсонська обласна організація,39438699,Херсонська область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011576381,0,Європейська солідарність,Хмельницька обласна організація,39545645,Хмельницька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26002001135423,0,Європейська солідарність,Черкаська обласна організація,39602603,Черкаська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26424311135423,0,Європейська солідарність,Черкаська обласна організація,39602603,Черкаська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26001266565,"5896,77",Європейська солідарність,Чернівецька обласна організація,39692702,Чернівецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26425300486048,0,Європейська солідарність,Чернівецька обласна організація,39692702,Чернівецька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26420300486861,0,Європейська солідарність,Чернівецька обласна організація,39692702,Чернівецька область,2016-12-31,5,2016,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26006011627020,"8981,44",Європейська солідарність,Чернігівська обласна організація,39742680,Чернігівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422051400282,0,Європейська солідарність,Чернігівська обласна організація,39742680,Чернігівська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422051400505,0,Європейська солідарність,Чернігівська обласна організація,39742680,Чернігівська область,2016-12-31,5,2016,
