"Найменування банку","Вид рахунку","Номер рахунку","Сума коштів","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний об'єкт","Дата","Квартал","Рік"
"невідомо","поточний рахунок",4443331122,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Полтавська обласна організація","25718402","Полтавська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331123,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Сумська обласна організація","24009052","Сумська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331124,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Тернопільська обласна організація","25700782","Тернопільська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331125,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська міська організація","25751724","Харківська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331126,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська обласна організація","06717621","Харківська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331127,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Херсонська обласна організація","39979195","Херсонська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331128,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Хмельницька обласна організація","22766895","Хмельницька область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331129,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Черкаська обласна організація","25674490","Черкаська область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331130,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернівецька обласна організація","22848825","Чернівецька область","2019-12-31",5,2019
"невідомо","поточний рахунок",4443331131,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернігівська обласна організація","24834885","Чернігівська область","2019-12-31",5,2019
"АБ ""Радабанк""","поточний рахунок",26005300002291,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Центральний офіс","21707382","Україна","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331111,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Вінницька обласна організація","25507332","Вінницька область","2020-03-31",1,2020
"АБ ""Радабанк""","поточний рахунок",26007300001568,"56,57","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Дніпропетровська міська організація","36052425","Дніпропетровська область","2020-03-31",1,2020
"АБ ""Радабанк""","поточний рахунок",26006300001570,"329,83","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Дніпропетровська обласна організація","25724905","Дніпропетровська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331114,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Житомирська обласна організація","25712776","Житомирська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331115,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Закарпатська обласна організація","25442822","Закарпатська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331116,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Івано-Франківська обласна організація","25734814","Івано-Франківська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331117,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Кіровоградська обласна організація","23903489","Кіровоградська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331118,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Львівська обласна організація","19335499","Львівська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331119,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Миколаївська обласна організація","33968821","Миколаївська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331120,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Нікопольська міська організація","40044090","Дніпропетровська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331121,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Одеська обласна організація","23868244","Одеська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331122,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Полтавська обласна організація","25718402","Полтавська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331123,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Сумська обласна організація","24009052","Сумська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331124,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Тернопільська обласна організація","25700782","Тернопільська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331125,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська міська організація","25751724","Харківська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331126,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська обласна організація","06717621","Харківська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331127,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Херсонська обласна організація","39979195","Херсонська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331128,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Хмельницька обласна організація","22766895","Хмельницька область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331129,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Черкаська обласна організація","25674490","Черкаська область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331130,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернівецька обласна організація","22848825","Чернівецька область","2020-03-31",1,2020
"невідомо","поточний рахунок",4443331131,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернігівська обласна організація","24834885","Чернігівська область","2020-03-31",1,2020
"АБ ""Радабанк""","поточний рахунок",26005300002291,"340,47","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Центральний офіс","21707382","Україна","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331111,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Вінницька обласна організація","25507332","Вінницька область","2020-06-30",2,2020
"АБ ""Радабанк""","поточний рахунок",26007300001568,"157,46","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Дніпропетровська міська організація","36052425","Дніпропетровська область","2020-06-30",2,2020
"АБ ""Радабанк""","поточний рахунок",26006300001570,"29,83","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Дніпропетровська обласна організація","25724905","Дніпропетровська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331114,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Житомирська обласна організація","25712776","Житомирська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331115,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Закарпатська обласна організація","25442822","Закарпатська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331116,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Івано-Франківська обласна організація","25734814","Івано-Франківська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331117,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Кіровоградська обласна організація","23903489","Кіровоградська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331118,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Львівська обласна організація","19335499","Львівська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331119,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Миколаївська обласна організація","33968821","Миколаївська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331120,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Нікопольська міська організація","40044090","Дніпропетровська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331121,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Одеська обласна організація","23868244","Одеська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331122,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Полтавська обласна організація","25718402","Полтавська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331123,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Сумська обласна організація","24009052","Сумська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331124,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Тернопільська обласна організація","25700782","Тернопільська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331125,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська міська організація","25751724","Харківська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331126,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська обласна організація","06717621","Харківська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331127,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Херсонська обласна організація","39979195","Херсонська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331128,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Хмельницька обласна організація","22766895","Хмельницька область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331129,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Черкаська обласна організація","25674490","Черкаська область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331130,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернівецька обласна організація","22848825","Чернівецька область","2020-06-30",2,2020
"невідомо","поточний рахунок",4443331131,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернігівська обласна організація","24834885","Чернігівська область","2020-06-30",2,2020
"АБ ""Радабанк""","поточний рахунок",26005300002291,"383,6","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Центральний офіс","21707382","Україна","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331111,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Вінницька обласна організація","25507332","Вінницька область","2020-09-30",3,2020
"АБ ""Радабанк""","поточний рахунок",26007300001568,"142123,57","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Дніпропетровська міська організація","36052425","Дніпропетровська область","2020-09-30",3,2020
"АБ ""Радабанк""","поточний рахунок",26006300001570,"46828,33","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Дніпропетровська обласна організація","25724905","Дніпропетровська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331114,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Житомирська обласна організація","25712776","Житомирська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331115,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Закарпатська обласна організація","25442822","Закарпатська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331116,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Івано-Франківська обласна організація","25734814","Івано-Франківська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331117,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Кіровоградська обласна організація","23903489","Кіровоградська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331118,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Львівська обласна організація","19335499","Львівська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331119,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Миколаївська обласна організація","33968821","Миколаївська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331120,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Нікопольська міська організація","40044090","Дніпропетровська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331121,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Одеська обласна організація","23868244","Одеська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331122,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Полтавська обласна організація","25718402","Полтавська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331123,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Сумська обласна організація","24009052","Сумська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331124,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Тернопільська обласна організація","25700782","Тернопільська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331125,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська міська організація","25751724","Харківська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331126,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Харківська обласна організація","06717621","Харківська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331127,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Херсонська обласна організація","39979195","Херсонська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331128,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Хмельницька обласна організація","22766895","Хмельницька область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331129,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Черкаська обласна організація","25674490","Черкаська область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331130,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернівецька обласна організація","22848825","Чернівецька область","2020-09-30",3,2020
"невідомо","поточний рахунок",4443331131,"0,0","ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКА СИЛА""","Чернігівська обласна організація","24834885","Чернігівська область","2020-09-30",3,2020
