Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""ПРИВАТБАНК"" Західне ГРУ",Поточний рахунок,UA333052990000026002011039403,0.00,ГОЛОС,ЛЬВІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43311440,Львівська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний рахунок,UA693808050000000026004671091,27104.22,ГОЛОС,ЧЕРКАСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43379734,Черкаська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний рахунок,UA573808050000000026005742963,0.00,ГОЛОС,ЧЕРКАСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43379734,Черкаська обл.,2024-06-30,2,2024
" АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA833808050000000026006677963,0.00,ГОЛОС,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43373308,Івано-Франківська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA283808050000000026007679799,0.00,ГОЛОС,ЧЕРНІГІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43438918,Чернігівська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA153808050000000026003698086,0.00,ГОЛОС,ВІННИЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43428147,Вінницька обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA083808050000000026003737691,0.00,ГОЛОС,ХМЕЛЬНИЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43425083,Хмельницька обл.,2024-06-30,2,2024
АТ «Раффайзен Банк»,Поточний рахунок,UA633808050000000026000762681,0.00,ГОЛОС,ТЕРНОПІЛЬСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43306708,Тернопільська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний рахунок,UA083808050000000026006734312,0.00,ГОЛОС,ЗАПОРІЗЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44167286,Запорізька обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA043808050000000026008664587,0.00,ГОЛОС,ЧЕРНІВЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43314572,Чернівецька обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA273808050000000026006743961,0.00,ГОЛОС,ЧЕРНІВЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43314572,Чернівецька обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA313808050000000026006697426,0.00,ГОЛОС,ХЕРСОНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43449722,Херсонська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA453808050000000026008700418,850.64,ГОЛОС,ХАРКІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43433026,Харківська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA703808050000000026004695226,0.00,ГОЛОС,ОДЕСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43527082,Одеська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК "" ",Поточний рахунок,UA493808050000000026003742288,0.00,ГОЛОС,ОДЕСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43527082,Одеська обл.,2024-06-30,2,2024
"АТ ""Райффайзен Банк""",поточний рахунок,UA853808050000000026009737695,0.00,ГОЛОС,ЛУГАНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44328963,Луганська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA053808050000000026007732108,0.00,ГОЛОС,СУМСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44302594,Сумська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA873808050000000026002664516,1900.96,ГОЛОС,КІРОВОГРАДСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307408,Кіровоградська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA653808050000000026005743304,0.00,ГОЛОС,КІРОВОГРАДСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307408,Кіровоградська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA383808050000000026005700819,0.00,ГОЛОС,ВОЛИНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43697743,Волинська обл.,2024-06-30,2,2024
АТ «Раффайзен Банк Аваль»,Поточний рахунок,UA493808050000000026000734318,0,ГОЛОС,МИКОЛАЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44345748,Миколаївська обл.,2024-06-30,2,2024
АТ «Раффайзен Банк Аваль»,Поточний рахунок,UA403808050000000026002750334,0,ГОЛОС,МИКОЛАЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44345748,Миколаївська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA863808050000000026000666431,0.00,ГОЛОС,КИЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307785,Київська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA693808050000000026006747473,0.00,ГОЛОС,КИЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307785,Київська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA673808050000000026009659546,0.00,ГОЛОС,КИЇВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА організація,43204012,м.Київ,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA963808050000000026001740914,0.00,ГОЛОС,КИЇВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА організація,43204012,м.Київ,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний,UA323808050000000026005643697,729683.66,ГОЛОС,Центральний офіс,39651598,Україна,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",рахунок для соціальних виплат,UA663808050000000002604184729,0,ГОЛОС,Центральний офіс,39651598,Україна,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,UA813808050000000026002651529,4165529.10,ГОЛОС,Центральний офіс,39651598,Україна,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ","рахунок для відшкодування витрат, пов’язаних із фінансуванням передвиборної агітації",UA973808050000000026004669423,0,ГОЛОС,Центральний офіс,39651598,Україна,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",поточний,UA663052990000026008026226186,15361.80,ГОЛОС,Центральний офіс,39651598,Україна,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",рахунок для соціальних виплат,UA023052990000026044046205107,0,ГОЛОС,Центральний офіс,39651598,Україна,2024-06-30,2,2024
"Акціонерне товариство ""ПриватБанк""",Поточний рахунок,UA733355480000026001053625949,0.00,ГОЛОС,ДОНЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43822912,Донецька обл.,2024-09-30,3,2024
"Акціонерне товариство ""ПриватБанк""",Поточний рахунок,UA123355480000026004053633444,0.00,ГОЛОС,ДОНЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43822912,Донецька обл.,2024-09-30,3,2024
"АТ"" Райффайзен Банк Аваль""",поточний,UA873808050000000026002678096,0.00,ГОЛОС,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43433560,Дніпропетровська обл.,2024-09-30,3,2024
"АТ"" Райффайзен Банк Аваль""",поточний,UA983808050000000026001745243,0.00,ГОЛОС,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43433560,Дніпропетровська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA163808050000000026004700854,0.00,ГОЛОС,ЗАКАРПАТСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43752568,Закарпатська обл.,2024-09-30,3,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA333052990000026002011039403,2043.82,ГОЛОС,ЛЬВІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43311440,Львівська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA693808050000000026004671091,11536.22,ГОЛОС,ЧЕРКАСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43379734,Черкаська обл.,2024-09-30,3,2024
"АТ ""Райффайзен Банк"" ",Поточний рахунок,UA583808050000000026006665221,93.98,ГОЛОС,РІВНЕНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43315659,Рівненська обл.,2024-09-30,3,2024
"АТ ""Райффайзен Банк""",Поточний рахунок,UA913808050000000026008742852,0.00,ГОЛОС,РІВНЕНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43315659,Рівненська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA703808050000000026004695226,0.00,ГОЛОС,ОДЕСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43527082,Одеська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК "" ",Поточний рахунок,UA493808050000000026003742288,0.00,ГОЛОС,ОДЕСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43527082,Одеська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний,UA573808050000000026003700822,0.00,ГОЛОС,Полтавська обласна територіальна організація,43814037,Полтавська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний,UA733808050000000026005764985,0.00,ГОЛОС,Полтавська обласна територіальна організація,43814037,Полтавська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний рахунок,UA503808050000000026007694826,0.00,ГОЛОС,ЖИТОМИРСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43649580,Житомирська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний рахунок,UA143808050000000026000742902,0.00,ГОЛОС,ЖИТОМИРСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43649580,Житомирська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA383808050000000026005700819,0.00,ГОЛОС,ВОЛИНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43697743,Волинська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA153808050000000026003698086,0.00,ГОЛОС,ВІННИЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43428147,Вінницька обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA283808050000000026007679799,0.00,ГОЛОС,ЧЕРНІГІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43438918,Чернігівська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA043808050000000026008664587,0.00,ГОЛОС,ЧЕРНІВЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43314572,Чернівецька обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA273808050000000026006743961,0.00,ГОЛОС,ЧЕРНІВЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43314572,Чернівецька обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA083808050000000026003737691,0.00,ГОЛОС,ХМЕЛЬНИЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43425083,Хмельницька обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA313808050000000026006697426,0.00,ГОЛОС,ХЕРСОНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43449722,Херсонська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA453808050000000026008700418,850.64,ГОЛОС,ХАРКІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43433026,Харківська обл.,2024-09-30,3,2024
АТ «Раффайзен Банк»,Поточний рахунок,UA633808050000000026000762681,0.00,ГОЛОС,ТЕРНОПІЛЬСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43306708,Тернопільська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA053808050000000026007732108,0.00,ГОЛОС,СУМСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44302594,Сумська обл.,2024-09-30,3,2024
АТ «Раффайзен Банк Аваль»,Поточний рахунок,UA493808050000000026000734318,0,ГОЛОС,МИКОЛАЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44345748,Миколаївська обл.,2024-09-30,3,2024
АТ «Раффайзен Банк Аваль»,Поточний рахунок,UA403808050000000026002750334,0,ГОЛОС,МИКОЛАЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44345748,Миколаївська обл.,2024-09-30,3,2024
"АТ ""Райффайзен Банк""",поточний рахунок,UA853808050000000026009737695,0.00,ГОЛОС,ЛУГАНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44328963,Луганська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA873808050000000026002664516,1900.96,ГОЛОС,КІРОВОГРАДСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307408,Кіровоградська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA653808050000000026005743304,0.00,ГОЛОС,КІРОВОГРАДСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307408,Кіровоградська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA863808050000000026000666431,0.00,ГОЛОС,КИЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307785,Київська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA693808050000000026006747473,0.00,ГОЛОС,КИЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307785,Київська обл.,2024-09-30,3,2024
" АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний рахунок,UA833808050000000026006677963,0.00,ГОЛОС,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43373308,Івано-Франківська обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний рахунок,UA083808050000000026006734312,0.00,ГОЛОС,ЗАПОРІЗЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,44167286,Запорізька обл.,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA673808050000000026009659546,0.00,ГОЛОС,КИЇВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА організація,43204012,м.Київ,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA963808050000000026001740914,0.00,ГОЛОС,КИЇВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА організація,43204012,м.Київ,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",поточний,UA323808050000000026005643697,510884.21,ГОЛОС,Центральний офіс,39651598,Україна,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",рахунок для соціальних виплат,UA663808050000000002604184729,0,ГОЛОС,Центральний офіс,39651598,Україна,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,UA813808050000000026002651529,315185.78,ГОЛОС,Центральний офіс,39651598,Україна,2024-09-30,3,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ","рахунок для відшкодування витрат, пов’язаних із фінансуванням передвиборної агітації",UA973808050000000026004669423,0,ГОЛОС,Центральний офіс,39651598,Україна,2024-09-30,3,2024
"АТ КБ ""ПРИВАТБАНК""",поточний,UA663052990000026008026226186,15361.80,ГОЛОС,Центральний офіс,39651598,Україна,2024-09-30,3,2024
"АТ КБ ""ПРИВАТБАНК""",рахунок для соціальних виплат,UA023052990000026044046205107,0,ГОЛОС,Центральний офіс,39651598,Україна,2024-09-30,3,2024
