Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,Дата припинення,Сума (вартість) зобовʼязання на момент припинення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),"Сума (вартість) на кінець звітного періоду, грн",Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Сплата орендної плати згідно договору від 2017-08-30,2017-08-30,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Сплата орендної плати згідно договору від 2017-08-30,2017-09-01,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Сплата орендної плати згідно договору від 2017-08-30,2017-10-01,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Сплата орендної плати згідно договору від 2017-08-30,2017-11-01,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Сплата орендної плати згідно договору від 2017-11-01,2017-11-01,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Сплата орендної плати згідно договору від 2017-08-30,2017-12-01,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Сплата орендної плати згідно договору від 2017-11-01,2017-12-01,500,,0,"ТОВ ""ПРОМ-НАЛАДКА""",36641739,"Дніпропетровська обл., м. Дніпро, вул. Героїв Крут, буд. 17",500,юридична особа,ЗА ЖИТТЯ!,Дніпропетровська обласна організація,41549539,Дніпропетровська область,5,2017
Оплата за договором оренди,2017-02-01,800,2017-04-05,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-03-01,800,2017-04-05,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-04-01,800,2017-04-05,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-05-01,800,2017-05-25,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-06-01,800,2017-06-26,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-07-01,800,2017-08-15,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-08-01,800,2017-09-06,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-09-01,800,2017-10-09,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-10-01,800,2017-11-08,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-11-01,800,2017-12-18,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-12-01,800,,0,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",800,юридична особа,ЗА ЖИТТЯ!,Київська міська організація,40398712,Київ,5,2017
Оплата за договором оренди,2017-02-01,800,2017-04-05,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-03-01,800,2017-04-05,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-04-01,800,2017-04-05,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-05-01,800,2017-05-25,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-06-01,800,2017-06-26,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-07-01,800,2017-08-18,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-08-01,800,2017-09-16,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-09-01,800,2017-10-09,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-10-01,800,2017-11-08,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-11-01,800,2017-12-18,800,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",0,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-12-01,800,,0,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1",800,юридична особа,ЗА ЖИТТЯ!,Київська обласна організація,34001929,Київська область,5,2017
Оплата за договором оренди,2017-09-05,2000,2017-09-05,2000,"ПП ""ГЛАЗГО-ХХІ""",38802873,"Кіровоградська обл., м. Кропивницький, вул. Арсенія Тарковського, буд. 57/82",0,юридична особа,ЗА ЖИТТЯ!,Кіровоградська обласна організація,41478573,Кіровоградська область,5,2017
Оплата за договором оренди,2017-10-01,2000,2017-10-05,2000,"ПП ""ГЛАЗГО-ХХІ""",38802873,"Кіровоградська обл., м. Кропивницький, вул. Арсенія Тарковського, буд. 57/82",0,юридична особа,ЗА ЖИТТЯ!,Кіровоградська обласна організація,41478573,Кіровоградська область,5,2017
Оплата за договором оренди,2017-11-01,2000,2017-11-06,2000,"ПП ""ГЛАЗГО-ХХІ""",38802873,"Кіровоградська обл., м. Кропивницький, вул. Арсенія Тарковського, буд. 57/82",0,юридична особа,ЗА ЖИТТЯ!,Кіровоградська обласна організація,41478573,Кіровоградська область,5,2017
Оплата за договором оренди,2017-12-01,2000,2017-12-05,2000,"ПП ""ГЛАЗГО-ХХІ""",38802873,"Кіровоградська обл., м. Кропивницький, вул. Арсенія Тарковського, буд. 57/82",0,юридична особа,ЗА ЖИТТЯ!,Кіровоградська обласна організація,41478573,Кіровоградська область,5,2017
оплата за договором оренди за грудень,2017-12-01,25000,2017-12-21,25000,"ТОВ ""Мані Експрес""",40069230,"Львівська обл., м. Львів, вул. Стефаника, буд. 15",0,юридична особа,ЗА ЖИТТЯ!,Львівська обласна організація,41468565,Львівська область,5,2017
Оплата відступлення виключних майнових прав,2017-07-10,500,2017-07-10,500,Ткачук Ганна Олегівна,,"Одеська обл., м. Одеса",0,фізична особа,ЗА ЖИТТЯ!,Одеська обласна організація,34055433,Одеська область,5,2017
Оплата по договору суборенди нерухомого майна від 2016-10-17 року,2017-05-09,700,,0,"ТОВ ""ОДМ""",39247516,"Одеська обл., м. Одеса, Приморський бульв., буд. 9",700,юридична особа,ЗА ЖИТТЯ!,Одеська обласна організація,34055433,Одеська область,5,2017
Оплата по договору №ОСК-503/17 на охорону обʼєкта за допомогою ПЦС від 2017-06-01 року,2017-06-01,330,2017-06-14,330,"ТОВ ""ОХОРОННА СЛУЖБА ""КАРАБІНЕР""",40873079,"Одеська обл., м. Одеса, ЛЮСТДОРФСЬКА ДОРОГА, буд. 101",0,юридична особа,ЗА ЖИТТЯ!,Одеська обласна організація,34055433,Одеська область,5,2017
Оплата по договору №ОСК-503/17 на охорону обʼєкта за допомогою ПЦС від 2017-06-01 року,2017-07-01,330,2017-07-12,330,"ТОВ ""ОХОРОННА СЛУЖБА ""КАРАБІНЕР""",40873079,"Одеська обл., м. Одеса, ЛЮСТДОРФСЬКА ДОРОГА, буд. 101",0,юридична особа,ЗА ЖИТТЯ!,Одеська обласна організація,34055433,Одеська область,5,2017
Оплата по договору №ОСК-503/17 на охорону обʼєкта за допомогою ПЦС від 2017-06-01 року,2017-08-01,330,2017-08-21,330,"ТОВ ""ОХОРОННА СЛУЖБА ""КАРАБІНЕР""",40873079,"Одеська обл., м. Одеса, ЛЮСТДОРФСЬКА ДОРОГА, буд. 101",0,юридична особа,ЗА ЖИТТЯ!,Одеська обласна організація,34055433,Одеська область,5,2017
