Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний об'єкт,Дата,Квартал,Рік
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA593354290000026000054026152,"107,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA153266100000026000054107027,"14,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA803057500000026001053538652,"22147,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA503387830000026001055143059,"17434,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA593524790000026002052228466,"6346,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA653052990000026003050533992,"724,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA893218420000026004030105201,"312,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA133355480000026004053632650,"40,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA073218420000026006020102126,"280,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA053287040000026007054243546,"707,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA513266100000026008054102615,"86,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA723154050000026009052338429,"260,0",Сила людей,Центральний офіс,39378656,Україна,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA263057500000026008053509413,"61472,24",Сила людей,Криворізька міська організація,40009611,Дніпропетровська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA663206490000026001052734467,"94,0",Сила людей,Козятинська міська організація,40158697,Вінницька область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA203218420000026005053145849,"414,76",Сила людей,Бориспільська міська організація,39993209,Київська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA983218420000026004053136428,"314,0",Сила людей,Білоцерківська міська організація,39963846,Київська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA873133990000026000055716739,"5737,1",Сила людей,Запорізька міська організація,40031212,Запорізька область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,26000055022958,"0,0",Сила людей,Глухівська міська організація,40496853,Сумська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA083333910000026004054716233,"383,75",Сила людей,Вараська міська організація,40220555,Рівненська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,26005052614165,"0,0",Сила людей,Печерська районна в місті Києві організація,40578087,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA613375460000026009055020252,"62903,4",Сила людей,Сумська обласна організація,40335165,Сумська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA923387830000026005055131982,"1240,82",Сила людей,Тернопільська міська організація,40053063,Тернопільська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA173375460000026005055017106,"100,0",Сила людей,Тростянецька районна організація,39713177,Сумська область,2020-09-30,3,2020
невідомо,поточний рахунок,UA723282090000026000020007859,"0,0",Сила людей,Чернівецька обласна організація,40000954,Чернівецька область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA133007110000026003052764578,"0,0",Сила людей,Київська міська організація,39989915,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA523007110000026051052603164,"0,0",Сила людей,Київська міська організація,39989915,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA253007110000026000052604705,"0,0",Сила людей,Київська міська організація,39989915,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA973007110000026049052706794,"0,0",Сила людей,Київська міська організація,39989915,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA113052990000026003036216794,"5558,76",Сила людей,Київська міська організація,39989915,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA213052990000026009026202712,"178,83",Сила людей,Київська міська організація,39989915,Київ,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA093235830000026004052938101,"182,0",Сила людей,Кіровоградська обласна організація,40022674,Кіровоградська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA293387830000026001055129857,"8766,0",Сила людей,Чортківська міська організація,39921438,Тернопільська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA423387830000026000055128008,"104,0",Сила людей,Чортківська районна організація,39921464,Тернопільська область,2020-09-30,3,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA203206490000026000052634643,"2951,79",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA773206490000026009052626812,"1465,51",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA273206490000026000052636845,"11236,57",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA123206490000026006052628084,"5831,59",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA683206490000026002052638755,"5432,69",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA973206490000026009052644106,"6587,57",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA553206490000026000052688042,"9607,71",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA883206490000026002052633448,"837,0",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA043206490000026004052662343,"500,0",Сила людей,Центральний офіс,39378656,Україна,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,26000055022958,"541,0",Сила людей,Глухівська міська організація,40496853,Сумська область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA263057500000026008053509413,"16412,37",Сила людей,Криворізька міська організація,40009611,Дніпропетровська область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA203218420000026005053145849,"0,0",Сила людей,Бориспільська міська організація,39993209,Київська область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA983218420000026004053136428,"314,0",Сила людей,Білоцерківська міська організація,39963846,Київська область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA873133990000026000055716739,"13712,1",Сила людей,Запорізька міська організація,40031212,Запорізька область,2020-03-31,1,2020
"АБ ""Південний""",поточний рахунок,UA723282090000026000020007859,"0,0",Сила людей,Чернівецька обласна організація,40000954,Чернівецька область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA083333910000026004054716233,"2895,75",Сила людей,Вараська міська організація,40220555,Рівненська область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,26005052614165,"0,0",Сила людей,Печерська районна в місті Києві організація,40578087,Київ,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA173375460000026005055017106,"589,24",Сила людей,Тростянецька районна організація,39713177,Сумська область,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA133007110000026003052764578,"128,83",Сила людей,Київська міська організація,39989915,Київ,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,26051052603164,"0,0",Сила людей,Київська міська організація,39989915,Київ,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA253007110000026000052604705,"5408,76",Сила людей,Київська міська організація,39989915,Київ,2020-03-31,1,2020
"ПАТ КБ ""ПриватБанк""",поточний рахунок,UA973007110000026049052706794,"0,0",Сила людей,Київська міська організація,39989915,Київ,2020-03-31,1,2020
